id_item,id_pedido,id_livro,quantidade,preco_unitario
9144,14878,29624,5,159.2
9145,28529,23682,1,154.98
9146,1084,18348,2,67.27
9147,22948,21607,5,118.34
9148,20727,150,1,58.49
9149,26336,22587,1,172.85
9150,11993,25897,3,73.95
9151,4603,29425,1,117.48
9152,14143,21850,2,33.48
9153,11384,21862,2,140.47
9154,23394,21558,3,100.34
9155,27987,11623,4,68.06
9156,20340,17482,2,91.68
9157,6252,20030,2,75.56
9158,29907,26426,5,45.01
9159,10999,21788,2,138.78
9160,28965,29677,1,95.21
9161,29217,24415,4,154.57
9162,2607,26834,1,180.35
9163,14111,9049,3,37.72
9164,4425,16126,5,114.17
9165,8209,10983,4,190.76
9166,10494,15896,5,158.01
9167,843,430,2,164.07
9168,15039,20680,2,130.26
9169,4224,9696,2,61.94
9170,13000,11192,5,74.77
9171,27658,5366,2,177.77
9172,21441,18369,4,31.36
9173,12882,16926,3,122.69
9174,23111,18263,2,174.82
9175,23715,2566,1,168.72
9176,6432,3888,3,158.15
9177,20834,13959,4,163.51
9178,29942,119,5,160.37
9179,8740,5190,4,197.42
9180,13775,12242,1,108.1
9181,9128,28111,5,26.55
9182,26035,3610,5,166.62
9183,3432,20861,2,122.54
9184,10681,5832,1,194.32
9185,22903,26567,4,166.07
9186,26778,20343,3,127.87
9187,29656,11197,4,108.24
9188,24246,14502,4,47.15
9189,26385,15657,1,34.14
9190,24712,15414,3,172.13
9191,2784,28542,2,54.31
9192,19394,23850,1,166.98
9193,1624,15906,5,51.41
9194,4435,8344,1,31.95
9195,9376,4796,1,165.02
9196,896,2798,3,178.84
9197,1859,17584,5,199.18
9198,24576,18696,3,92.1
9199,7187,19474,3,32.28
9200,4069,5539,3,195.44
9201,7281,905,5,190.12
9202,10171,6373,2,47.34
9203,29713,11344,4,177.1
9204,12603,3852,3,190.75
9205,22914,19233,4,94.93
9206,9125,11953,1,82.03
9207,7206,13109,1,70.86
9208,24255,13617,1,114.08
9209,12545,6088,1,161.28
9210,10734,3714,3,147.23
9211,29628,24058,5,25.52
9212,15579,5718,1,57.14
9213,19383,15709,5,30.68
9214,22946,9498,4,136.14
9215,2634,8731,2,158.04
9216,1892,20170,3,56.22
9217,20739,29157,1,122.0
9218,19007,27058,3,124.4
9219,20307,19294,1,52.39
9220,23239,18705,5,44.16
9221,5127,27480,1,161.08
9222,10125,7093,2,175.56
9223,23771,6991,4,120.79
9224,5463,17808,5,92.8
9225,4631,13265,5,29.68
9226,18497,7868,4,51.33
9227,6531,29722,2,107.02
9228,5291,9447,3,45.89
9229,5696,20552,4,91.99
9230,21470,13525,1,74.94
9231,23577,27749,2,194.55
9232,19654,18313,1,164.6
9233,6540,20580,3,189.09
9234,8446,9947,5,101.13
9235,28186,15821,3,174.84
9236,19138,19524,5,100.85
9237,4165,15648,2,103.73
9238,12697,26131,3,168.1
9239,11040,4917,2,199.59
9240,16960,13903,3,25.06
9241,28252,28343,5,193.64
9242,7362,21600,2,42.85
9243,10619,17954,3,38.5
9244,9862,6193,1,35.4
9245,11560,13471,5,49.71
9246,24280,8743,3,171.19
9247,18371,11558,1,191.01
9248,13123,9772,1,170.56
9249,24700,10563,5,98.77
9250,5245,11828,1,78.95
9251,3823,27288,4,78.21
9252,24711,17661,4,104.09
9253,10460,2539,1,193.61
9254,6970,1252,4,173.38
9255,20756,999,5,107.45
9256,29831,22664,1,76.8
9257,4945,12073,2,106.37
9258,27356,9960,1,103.71
9259,11704,29362,2,90.9
9260,966,25798,3,121.0
9261,18779,20922,2,159.85
9262,7181,9396,4,52.09
9263,22009,10897,2,100.89
9264,22494,17780,3,98.54
9265,28946,27483,1,199.71
9266,17810,10567,2,40.66
9267,1509,27104,3,155.19
9268,27552,7089,2,165.65
9269,9288,18130,2,54.26
9270,23463,4085,1,108.95
9271,1888,6370,4,23.38
9272,4249,26801,3,92.13
9273,26312,17585,1,56.27
9274,6448,1176,5,89.38
9275,4055,17445,4,178.55
9276,16349,14450,3,39.13
9277,21813,18984,1,106.64
9278,27795,9552,4,152.18
9279,27217,27199,2,68.38
9280,9238,26494,4,111.36
9281,12335,20318,2,62.2
9282,22404,9341,5,47.61
9283,14250,16740,5,107.95
9284,10372,28864,4,74.77
9285,29981,22657,5,136.09
9286,14077,6215,2,175.52
9287,7782,12239,3,129.33
9288,6552,14463,1,185.16
9289,25521,29311,4,66.38
9290,10781,5847,2,104.1
9291,24816,7598,4,39.56
9292,24832,21495,2,91.67
9293,22218,19442,3,70.52
9294,20962,26886,3,177.07
9295,21985,28065,2,97.06
9296,27386,17244,4,175.75
9297,25326,268,1,80.88
9298,5206,1978,3,169.97
9299,23295,15440,2,23.15
9300,28551,29572,2,97.11
9301,8954,4453,2,188.82
9302,834,8995,4,50.01
9303,21711,6911,5,88.68
9304,28102,5371,5,81.53
9305,22305,23864,3,41.73
9306,14898,7901,5,135.23
9307,27541,26601,3,63.52
9308,2349,9009,2,198.23
9309,3406,13154,3,44.94
9310,12522,2414,5,148.18
9311,7861,19946,3,187.63
9312,28414,21239,4,103.02
9313,12537,2755,4,70.51
9314,25930,8990,2,137.79
9315,10216,24387,5,58.17
9316,6273,16026,5,73.23
9317,4485,1302,4,20.65
9318,3107,1563,3,136.24
9319,15213,12558,4,64.96
9320,12013,3681,1,117.52
9321,3481,25168,4,80.28
9322,29638,15068,2,105.93
9323,18917,12890,3,34.69
9324,25006,14719,2,159.3
9325,29276,5471,3,135.67
9326,5351,23659,2,87.7
9327,11599,13974,4,146.65
9328,14724,5888,1,104.5
9329,24093,5157,2,98.62
9330,27492,29188,3,167.56
9331,26494,28486,5,104.26
9332,15837,1922,5,150.41
9333,2616,27072,4,94.42
9334,3816,22402,3,173.28
9335,21657,6296,3,158.43
9336,27011,26025,1,136.35
9337,18412,7556,3,28.08
9338,22380,21812,2,144.61
9339,17007,7717,4,114.72
9340,20775,24327,5,154.79
9341,16795,16520,2,33.91
9342,21208,4226,5,85.45
9343,14368,28918,1,50.59
9344,26774,21734,2,154.65
9345,24271,13968,1,103.89
9346,19827,12193,2,103.47
9347,6477,15387,4,75.33
9348,22454,16866,5,79.56
9349,23127,24051,5,135.42
9350,9928,12904,5,129.66
9351,20217,23918,3,84.27
9352,22117,19735,4,120.21
9353,17707,20643,4,149.23
9354,5434,25138,4,191.94
9355,11329,26416,5,194.79
9356,20062,3724,5,196.14
9357,9041,11155,4,155.88
9358,25150,19428,5,105.23
9359,27208,20021,4,100.79
9360,9855,13660,3,188.48
9361,13426,26031,3,53.33
9362,26087,19544,1,135.86
9363,16664,21044,5,54.82
9364,13082,14509,3,92.43
9365,4325,26477,3,34.59
9366,20348,24487,1,118.23
9367,20444,7957,4,70.79
9368,709,21947,3,157.09
9369,8128,14750,1,103.88
9370,6417,15892,1,134.42
9371,1397,3045,2,177.61
9372,2435,17532,4,180.47
9373,29297,12666,4,157.91
9374,8378,23468,4,43.13
9375,17139,19997,1,128.0
9376,4723,12773,1,78.35
9377,23621,10185,4,122.04
9378,17802,4677,5,167.71
9379,3883,22119,5,69.57
9380,9757,24346,3,147.72
9381,10647,4875,5,60.75
9382,19361,26442,5,51.05
9383,15855,2466,5,123.58
9384,14654,3212,3,51.31
9385,24331,20794,2,164.15
9386,9610,20284,4,28.39
9387,2955,8147,5,192.62
9388,22585,19026,2,26.62
9389,6054,7572,5,179.68
9390,26376,15125,5,172.88
9391,11763,13675,4,34.7
9392,27044,12031,4,108.89
9393,152,28116,3,49.59
9394,15940,20144,1,20.98
9395,13773,6963,3,57.11
9396,28694,16620,1,123.53
9397,18725,17837,1,172.43
9398,14416,15754,3,44.29
9399,11207,23640,4,188.78
9400,29784,21417,2,80.47
9401,19757,24144,4,69.76
9402,13036,577,4,21.01
9403,27845,10894,2,42.91
9404,7571,20872,1,92.33
9405,17446,10794,5,51.3
9406,2749,8390,2,149.44
9407,9143,19751,3,51.84
9408,18532,25106,4,80.63
9409,6411,27196,5,150.57
9410,8000,26834,3,182.11
9411,454,20429,2,141.44
9412,17273,15354,5,69.54
9413,5856,18021,4,159.42
9414,24488,1151,3,178.94
9415,14066,28500,5,151.58
9416,17673,9299,4,126.81
9417,5555,3963,5,100.88
9418,21789,8669,4,132.24
9419,10672,4950,5,110.3
9420,9379,16296,4,44.41
9421,20911,8356,5,142.81
9422,5850,6559,1,117.74
9423,482,23338,3,141.55
9424,7077,18933,3,45.55
9425,27142,25211,2,52.67
9426,3823,620,2,150.47
9427,26047,16055,5,157.44
9428,18961,19533,2,88.25
9429,6384,22147,5,105.12
9430,20367,22996,3,22.67
9431,16557,14466,1,142.79
9432,28791,27930,1,30.3
9433,14214,19869,3,168.05
9434,12664,18783,5,136.53
9435,13719,415,5,184.48
9436,6103,9821,2,153.38
9437,3225,17979,2,75.47
9438,5030,24740,2,68.9
9439,25790,14659,4,158.5
9440,16748,13806,1,29.73
9441,25259,5344,2,35.0
9442,28739,23913,2,151.58
9443,842,22057,5,31.82
9444,1990,10875,1,20.84
9445,4299,18095,4,96.39
9446,11726,14412,1,150.85
9447,2872,6867,2,80.74
9448,4823,25094,1,119.82
9449,17807,14054,1,93.97
9450,9229,26635,4,128.83
9451,21200,13843,1,175.86
9452,10701,25844,2,155.73
9453,1305,10218,1,103.07
9454,16303,12370,2,136.52
9455,25558,11869,5,46.53
9456,19341,1773,5,133.03
9457,2391,1698,3,36.87
9458,22742,26982,3,79.97
9459,26157,1644,4,165.72
9460,4360,17213,5,170.61
9461,27659,11545,4,25.09
9462,7256,13002,2,82.11
9463,6523,23470,4,90.69
9464,7911,27679,5,103.61
9465,4024,2272,5,179.9
9466,20921,14288,4,120.6
9467,9994,7421,1,68.79
9468,2727,28504,5,109.13
9469,14075,29924,2,49.39
9470,1293,13881,3,151.52
9471,14806,24373,4,155.82
9472,21323,12640,4,98.16
9473,28194,19859,3,28.69
9474,11057,21475,5,122.46
9475,4329,9845,3,54.68
9476,11095,27316,2,74.05
9477,15194,5157,2,176.19
9478,11107,24549,4,49.59
9479,5192,20175,4,74.18
9480,27585,8166,1,25.23
9481,5279,3576,3,199.76
9482,26139,9078,4,80.27
9483,19373,21289,2,51.95
9484,24614,22959,4,159.1
9485,20968,16491,5,64.67
9486,15469,11201,2,157.4
9487,16400,27498,4,103.66
9488,391,942,4,197.91
9489,9270,34,2,123.44
9490,22373,8097,2,161.54
9491,3843,13444,5,116.29
9492,517,17802,5,125.69
9493,1599,7326,3,56.49
9494,9026,8871,2,183.58
9495,17319,28161,4,50.97
9496,7113,24350,1,49.28
9497,25010,25997,2,57.66
9498,2440,10018,5,70.83
9499,4414,9517,5,131.73
9500,4138,1640,3,87.23
9501,24362,17632,5,80.7
9502,1745,17159,5,163.51
9503,43,10552,5,196.79
9504,20288,13388,1,146.32
9505,18221,19551,2,79.3
9506,24588,23453,5,47.74
9507,9566,2887,2,125.37
9508,21155,16124,1,173.61
9509,1899,3282,3,66.54
9510,16020,9210,4,89.69
9511,7925,26372,3,64.11
9512,9513,1089,3,127.89
9513,6640,16669,4,182.62
9514,8575,18242,1,98.39
9515,21192,22393,1,183.9
9516,25749,9312,2,124.43
9517,23331,23815,4,124.99
9518,10725,29709,1,196.12
9519,16214,10936,4,60.01
9520,22279,3846,4,121.23
9521,14140,17898,1,140.69
9522,14855,5248,4,40.1
9523,29948,11371,5,64.44
9524,13467,19648,3,56.6
9525,26905,1905,5,149.24
9526,19199,25607,1,51.14
9527,1397,6979,3,47.09
9528,19714,191,2,80.66
9529,4743,6878,4,93.29
9530,1302,21857,4,143.42
9531,4336,2889,5,182.58
9532,26395,880,1,151.86
9533,11919,19455,2,73.33
9534,1164,11781,3,125.75
9535,12635,28164,5,54.73
9536,19845,25987,5,83.15
9537,7873,13635,4,73.37
9538,2641,137,1,141.8
9539,24226,29640,2,37.53
9540,13142,26576,5,171.47
9541,26739,18056,1,97.31
9542,13617,4234,3,100.45
9543,27457,22552,1,135.75
9544,3284,29177,5,65.05
9545,27216,6885,2,136.22
9546,27335,9049,1,24.55
9547,20483,7058,4,67.35
9548,4498,28330,3,97.86
9549,23453,12105,5,153.09
9550,14975,5181,3,180.2
9551,20212,27680,1,103.72
9552,9904,2795,4,195.14
9553,24239,8677,1,61.38
9554,2100,3610,2,189.22
9555,10526,2256,2,108.02
9556,178,20866,5,60.45
9557,15625,18582,3,103.95
9558,26755,13952,1,74.59
9559,10312,9055,3,186.18
9560,12345,27589,4,150.77
9561,22626,28274,2,155.95
9562,27639,9659,2,132.01
9563,29633,24574,2,161.76
9564,25950,12119,1,163.33
9565,5957,25349,5,111.68
9566,9172,23952,3,118.97
9567,27721,13919,3,193.2
9568,28292,22465,1,75.33
9569,3211,17850,3,32.55
9570,205,28821,3,62.71
9571,10772,10213,4,161.39
9572,24424,14074,5,60.54
9573,26416,16714,1,153.41
9574,28161,11247,4,196.16
9575,19630,2006,5,22.82
9576,12751,13195,3,127.12
9577,9829,23554,5,182.04
9578,12733,21825,1,175.39
9579,8460,12328,1,85.22
9580,20468,13123,2,143.48
9581,27979,8085,2,181.96
9582,1399,12418,4,119.47
9583,1825,10655,2,77.83
9584,10069,118,3,89.23
9585,5448,28635,4,75.81
9586,12544,27217,4,66.8
9587,22676,26969,2,123.1
9588,2631,29458,4,28.97
9589,11156,9366,3,108.86
9590,21264,18733,1,179.71
9591,1642,3564,5,113.27
9592,29155,24706,3,120.95
9593,13109,17690,3,152.62
9594,19959,5431,3,133.23
9595,9111,14731,4,171.49
9596,24650,8332,5,191.06
9597,14866,15845,2,58.12
9598,9319,24091,3,61.14
9599,7441,15129,4,101.66
9600,21193,2742,3,161.12
9601,8988,28466,5,115.65
9602,8259,24769,2,166.25
9603,26878,11416,1,178.64
9604,19947,18272,4,23.72
9605,24218,16391,2,113.79
9606,9259,13432,5,151.41
9607,13109,5186,5,116.4
9608,6389,25486,3,25.28
9609,17241,21881,1,133.02
9610,2058,24022,3,26.67
9611,18305,24531,4,122.07
9612,22667,15994,2,139.18
9613,11783,10765,1,174.4
9614,27942,24188,5,124.35
9615,19703,10083,1,152.08
9616,2832,6689,4,171.75
9617,24908,22337,5,114.86
9618,1124,9297,1,84.99
9619,13195,2890,4,41.9
9620,19757,17161,3,113.38
9621,29437,27895,1,61.83
9622,12649,27059,4,33.83
9623,11610,2937,5,65.94
9624,22842,2596,3,92.23
9625,27475,27591,4,121.71
9626,26188,10365,3,50.15
9627,28128,29781,4,91.82
9628,26848,14413,1,153.17
9629,12329,29702,4,123.67
9630,19292,9466,3,133.03
9631,19550,26402,3,177.36
9632,20274,18090,5,137.91
9633,4539,6243,2,79.81
9634,10209,26020,4,165.69
9635,26088,20191,3,151.9
9636,17858,26376,1,82.91
9637,24336,18651,1,198.12
9638,11200,22623,4,143.21
9639,11984,23878,5,105.32
9640,10537,16776,4,109.91
9641,23076,27104,1,171.83
9642,14143,12446,1,181.16
9643,16679,10538,2,139.05
9644,12775,28999,1,80.88
9645,10949,14584,3,153.41
9646,16144,29693,3,168.0
9647,21536,10706,5,178.38
9648,8019,21780,3,109.0
9649,25765,20177,2,137.75
9650,1490,6192,5,144.88
9651,19548,27643,3,165.68
9652,12221,554,2,123.61
9653,13176,22295,4,60.85
9654,13891,28734,1,22.91
9655,2822,20902,2,175.12
9656,29890,26863,2,47.01
9657,26275,3511,3,100.96
9658,1422,1990,2,168.83
9659,2329,7009,5,55.54
9660,29508,22648,3,96.6
9661,24490,7451,4,102.84
9662,17362,10963,3,35.36
9663,5696,3351,3,100.17
9664,17469,4522,4,97.95
9665,10029,10111,2,28.9
9666,2681,4907,2,181.93
9667,16774,4626,5,43.93
9668,11379,28394,3,120.7
9669,28543,15279,2,61.76
9670,10075,9862,5,174.93
9671,28457,17643,2,191.45
9672,12728,24403,1,52.1
9673,21208,28763,4,155.87
9674,1814,1969,3,198.81
9675,23710,19476,2,137.42
9676,18399,21725,1,130.8
9677,6527,13830,1,140.89
9678,3638,24480,3,81.79
9679,8181,22324,1,166.72
9680,10601,17463,4,174.29
9681,6574,9491,2,35.43
9682,2141,29145,2,129.15
9683,3462,17844,4,53.58
9684,392,21345,4,38.62
9685,16684,24041,5,65.26
9686,24384,20404,3,87.84
9687,25525,25735,4,115.19
9688,18410,29704,2,69.13
9689,25450,12818,1,64.73
9690,13505,18234,1,45.49
9691,17347,15150,3,142.97
9692,7572,29401,2,49.35
9693,21263,3340,5,79.0
9694,17150,21137,4,122.42
9695,15513,8820,4,28.24
9696,4491,19760,1,135.79
9697,18662,20905,2,144.77
9698,24988,21147,3,133.26
9699,24234,13294,1,36.79
9700,16054,8512,4,91.94
9701,25114,6297,2,60.62
9702,29546,1711,3,77.4
9703,11131,7830,2,128.39
9704,234,19788,2,118.12
9705,16847,26884,1,65.34
9706,16215,8213,3,27.98
9707,3853,29793,1,58.47
9708,8257,16170,2,74.61
9709,11110,20993,2,159.63
9710,1249,12633,3,113.88
9711,18253,23191,4,62.01
9712,3745,18851,1,149.54
9713,11837,24043,3,188.71
9714,3467,19713,1,22.8
9715,24041,23855,4,62.51
9716,11481,8750,4,92.84
9717,24919,28936,1,59.04
9718,8553,23235,2,195.77
9719,10413,12154,5,195.41
9720,24376,29488,2,69.96
9721,23015,14755,4,103.46
9722,8359,3144,1,127.47
9723,19794,12517,3,72.22
9724,19748,22317,4,117.36
9725,21610,27521,2,45.76
9726,26149,1686,3,112.45
9727,17803,26625,4,103.11
9728,17401,19465,2,142.28
9729,17334,13602,3,95.92
9730,29601,19044,2,82.51
9731,11692,24002,4,123.73
9732,11504,26056,4,82.9
9733,19608,21508,3,147.24
9734,3768,23023,4,138.35
9735,24856,7977,5,83.84
9736,28565,4064,1,55.41
9737,19109,26287,3,32.89
9738,26184,21961,1,144.31
9739,2390,23579,3,88.35
9740,198,26997,4,139.79
9741,4146,26083,1,176.24
9742,29002,613,2,150.22
9743,2454,26579,4,183.76
9744,18379,17357,5,27.32
9745,28998,7212,5,158.09
9746,4934,1338,3,35.76
9747,13986,2977,3,168.69
9748,26060,24302,5,142.01
9749,16307,17427,4,68.48
9750,4829,18111,2,47.79
9751,3079,25139,1,93.55
9752,3866,62,3,101.7
9753,3851,29365,1,119.12
9754,22301,28325,5,156.43
9755,19556,9553,4,26.64
9756,6426,10579,2,68.25
9757,16704,28351,2,48.95
9758,2692,3236,1,62.9
9759,14671,7080,3,81.73
9760,12302,1538,4,76.99
9761,17248,16945,4,26.58
9762,3824,6435,2,99.28
9763,16058,16177,4,137.24
9764,6659,6139,3,83.85
9765,27015,8171,4,76.26
9766,16396,16398,5,128.47
9767,14524,7159,1,122.68
9768,8944,13280,1,116.47
9769,16589,11874,3,96.8
9770,18046,13778,5,96.74
9771,26792,1653,1,199.14
9772,25898,20602,2,174.56
9773,11647,8021,2,122.34
9774,11251,13070,1,32.07
9775,8083,5606,3,93.37
9776,19624,2006,1,88.28
9777,20756,6413,5,128.39
9778,9563,23777,5,191.76
9779,13491,6128,3,37.19
9780,9436,28780,4,98.4
9781,1022,27319,1,114.19
9782,24499,7532,4,188.23
9783,27753,12611,5,82.64
9784,8715,25687,1,112.71
9785,7955,27028,5,52.0
9786,16842,24229,4,186.92
9787,14754,18479,1,35.17
9788,27567,312,5,58.89
9789,27568,18918,3,94.33
9790,17259,28794,1,174.1
9791,731,27557,3,188.6
9792,20846,8985,5,151.43
9793,8075,2875,4,34.23
9794,28932,10296,5,46.38
9795,21152,19397,3,39.99
9796,26735,25327,3,21.4
9797,27618,27171,4,112.21
9798,27659,20813,1,84.7
9799,9430,16374,1,32.27
9800,17284,12627,5,173.37
9801,25601,23588,4,105.73
9802,6340,3635,5,125.17
9803,8629,29417,3,32.76
9804,2963,12736,2,178.68
9805,24735,4551,4,147.7
9806,23259,7255,2,178.87
9807,15885,28389,3,127.99
9808,18865,21036,3,38.61
9809,6734,15423,5,132.2
9810,29062,1340,5,175.73
9811,22177,2503,4,189.34
9812,14693,25135,5,40.67
9813,12799,10658,3,54.16
9814,11462,13981,4,125.54
9815,28857,22778,4,169.08
9816,855,19457,4,145.87
9817,9516,839,2,66.79
9818,6527,7144,4,32.85
9819,25041,20391,3,168.45
9820,21153,17935,5,127.81
9821,23529,28961,3,31.65
9822,14530,10292,5,42.47
9823,4998,21491,1,54.87
9824,15997,5146,3,145.15
9825,22304,11030,4,165.37
9826,3736,7193,4,22.99
9827,11608,1506,1,94.42
9828,3546,21980,2,49.54
9829,23004,29527,5,71.88
9830,17329,12869,5,80.62
9831,5334,27819,4,48.54
9832,3600,993,3,122.85
9833,29037,15449,1,105.27
9834,24281,7496,4,123.58
9835,13309,7238,1,126.72
9836,18033,27600,2,195.82
9837,24800,9306,2,176.14
9838,19355,9090,4,23.12
9839,14033,14327,1,38.91
9840,12373,20217,4,163.63
9841,1261,29119,4,55.31
9842,4744,28458,5,93.73
9843,15685,21906,3,182.1
9844,25806,24745,1,49.28
9845,15340,10446,4,160.78
9846,12546,6361,4,166.59
9847,17137,14180,4,25.8
9848,16899,28996,3,159.12
9849,3451,9814,2,160.09
9850,7975,508,3,55.54
9851,22226,6830,1,166.69
9852,26214,5000,1,196.44
9853,26567,694,4,112.08
9854,6331,12787,4,90.57
9855,6632,19104,2,128.81
9856,24981,25642,4,105.87
9857,28238,18965,3,118.97
9858,17735,25125,4,155.24
9859,488,11057,5,180.53
9860,1479,26360,2,39.32
9861,9523,25958,5,97.17
9862,16693,14567,2,152.04
9863,18091,18368,2,125.93
9864,3549,19820,3,163.74
9865,22200,6932,2,84.4
9866,17148,14686,4,20.24
9867,15027,9842,2,131.61
9868,7819,24071,5,153.58
9869,15303,28148,3,149.73
9870,10443,10782,4,188.03
9871,24192,5571,2,164.62
9872,29000,7038,1,75.39
9873,12966,8521,1,86.96
9874,14787,1637,1,74.59
9875,13950,14798,1,154.58
9876,9063,14330,4,94.01
9877,1863,2458,1,97.56
9878,28044,7026,4,123.08
9879,25492,22705,4,120.99
9880,20911,28542,2,66.02
9881,21015,11181,2,91.71
9882,1895,11268,4,126.96
9883,8621,340,5,122.88
9884,24909,5099,1,52.16
9885,6888,4177,3,148.19
9886,24760,11972,2,54.61
9887,22669,18873,2,66.94
9888,22611,27597,4,125.76
9889,18463,23840,5,103.65
9890,14279,4649,5,130.17
9891,7083,9282,2,157.73
9892,11849,7463,5,49.97
9893,5893,3976,2,176.89
9894,13516,21769,2,144.72
9895,12615,11250,1,133.49
9896,16132,10420,3,114.53
9897,13440,29096,5,104.42
9898,7384,10835,1,20.27
9899,25935,6420,2,197.2
9900,1907,27887,1,138.94
9901,21971,12890,1,183.37
9902,12160,23711,3,43.33
9903,29254,15771,4,74.5
9904,1633,21311,1,31.53
9905,22415,15569,4,169.27
9906,29058,28498,5,102.54
9907,25674,25222,5,68.4
9908,4613,25959,5,146.11
9909,7653,12320,5,119.0
9910,1350,12643,5,55.93
9911,12279,25819,4,142.94
9912,23124,18179,4,49.93
9913,28150,11330,1,187.06
9914,18673,20419,4,109.59
9915,13604,29111,4,75.24
9916,29087,18629,2,79.18
9917,29063,14004,4,96.14
9918,21398,24781,1,196.71
9919,12575,29856,2,86.62
9920,1276,21142,3,115.09
9921,1826,10496,1,45.99
9922,29527,964,3,84.68
9923,187,19962,3,43.49
9924,8235,22337,4,55.9
9925,2839,27468,5,33.51
9926,22553,8853,2,102.16
9927,2786,28105,2,41.98
9928,24312,3963,2,177.62
9929,21684,22666,3,136.36
9930,15691,7837,2,96.9
9931,10546,23742,4,167.03
9932,14829,18602,2,178.13
9933,17465,13435,1,180.07
9934,28767,18481,5,66.81
9935,112,18497,1,22.14
9936,5139,22569,1,117.65
9937,8661,13537,4,54.05
9938,9037,23845,5,180.03
9939,15140,22730,1,145.75
9940,23554,6580,5,185.53
9941,24550,12037,2,195.86
9942,5176,24660,4,37.25
9943,7982,18137,5,143.07
9944,13506,10468,5,43.1
9945,20872,19074,3,83.07
9946,23110,13177,4,46.17
9947,20485,21624,3,72.33
9948,9073,2922,1,152.29
9949,881,9977,3,55.78
9950,9657,9652,5,135.69
9951,5030,7926,1,50.21
9952,27470,5763,5,170.7
9953,28971,13797,4,100.56
9954,9845,3224,4,62.42
9955,28714,13589,3,182.97
9956,12784,13468,4,49.55
9957,14805,28816,1,65.42
9958,24090,20725,5,73.47
9959,4995,25263,5,161.76
9960,10829,3469,5,155.0
9961,11653,18718,1,65.98
9962,11500,13751,5,106.35
9963,15660,15116,1,76.02
9964,20338,23808,2,167.49
9965,16784,14163,3,160.59
9966,15928,7863,2,35.31
9967,12731,23523,3,163.45
9968,2862,13078,1,37.45
9969,27099,17121,2,145.26
9970,2421,26724,5,82.15
9971,22752,27873,2,188.34
9972,14045,9925,4,71.36
9973,3409,27990,1,173.49
9974,5901,20221,3,199.81
9975,28880,8268,2,26.86
9976,14475,6755,3,170.86
9977,14602,27378,5,104.36
9978,18132,5634,1,45.74
9979,10872,24910,3,104.62
9980,19385,19470,2,181.1
9981,15769,696,4,116.04
9982,8565,12947,5,121.17
9983,20015,21087,4,144.33
9984,28547,4447,2,75.35
9985,24754,16938,4,74.76
9986,25322,8451,5,185.51
9987,24423,130,2,84.84
9988,24796,9160,3,66.47
9989,5684,21971,3,77.23
9990,12146,17269,1,50.62
9991,24087,28106,1,81.22
9992,2032,14628,5,84.25
9993,9809,26215,1,117.31
9994,14845,23970,2,160.05
9995,18186,3613,1,168.68
9996,18862,25639,4,28.02
9997,8221,17798,1,24.85
9998,7282,25444,5,35.08
9999,9238,10861,1,71.66
10000,261,28208,5,52.2
10001,5710,13780,5,70.21
10002,7398,4225,1,34.63
10003,25596,12474,5,31.16
10004,7129,26439,2,176.02
10005,25219,7837,4,37.9
10006,26824,20433,1,140.75
10007,22076,9179,3,188.01
10008,4095,24063,5,148.07
10009,2986,6366,4,148.63
10010,14994,24177,1,169.86
10011,663,14160,3,22.2
10012,15813,5702,2,55.48
10013,23087,28039,4,58.46
10014,17603,22848,3,22.26
10015,14404,771,4,96.23
10016,7780,7180,1,132.35
10017,23707,12085,2,37.85
10018,29577,18724,1,40.61
10019,24342,11596,1,110.63
10020,14724,12133,5,61.51
10021,25118,27055,5,144.31
10022,15813,17116,4,88.71
10023,4700,17998,2,192.37
10024,708,6130,3,80.24
10025,15895,16900,3,23.16
10026,10944,16903,2,148.26
10027,27507,12384,4,158.35
10028,24429,18109,1,20.2
10029,570,16995,4,178.89
10030,3749,21704,4,37.88
10031,26845,27875,2,33.39
10032,8386,12186,5,78.87
10033,7546,26329,1,165.78
10034,20610,22744,2,129.07
10035,8851,15296,2,132.88
10036,14805,14730,5,28.33
10037,29193,17670,3,157.33
10038,14209,16373,3,71.36
10039,15455,8542,3,166.28
10040,21184,27416,1,91.55
10041,23766,24839,4,100.62
10042,27388,20937,1,133.56
10043,27552,18850,4,176.21
10044,14419,9502,4,102.64
10045,7518,23942,2,54.75
10046,1407,26909,2,96.46
10047,18674,29675,5,63.68
10048,29381,9872,5,35.07
10049,17401,16333,3,173.37
10050,25175,10158,1,52.1
10051,29917,15056,2,139.39
10052,26795,14172,4,50.64
10053,22617,7338,5,192.42
10054,4621,7132,2,186.71
10055,9432,23503,4,36.54
10056,28162,16013,1,163.87
10057,11744,14801,4,90.54
10058,26127,14763,2,131.85
10059,20634,17,3,135.53
10060,24950,27477,5,153.39
10061,5348,25527,1,100.75
10062,15139,17289,1,51.99
10063,26503,24779,5,85.58
10064,6056,24809,4,43.62
10065,2012,14044,3,63.37
10066,9850,12404,3,85.31
10067,9526,14274,5,129.2
10068,28343,21095,4,195.93
10069,2638,20660,1,35.75
10070,17949,8702,5,189.47
10071,2955,2690,4,32.29
10072,26575,27502,4,183.35
10073,5609,2306,2,66.97
10074,13969,26864,2,144.1
10075,5459,468,1,20.01
10076,9541,7131,2,187.79
10077,19758,251,1,154.3
10078,23582,6523,2,119.54
