id_pagamento,id_pedido,forma_pagamento,valor_total,data
3612,673,Pix,357.33,2025-06-04
3613,1437,Boleto,33.76,2023-10-14
3614,2082,Pix,313.83,2023-05-07
3615,1641,Cartão,287.98,2023-09-07
3616,23596,Pix,107.73,2022-10-12
3617,19343,Cartão,449.39,2025-05-25
3618,12637,Cartão,247.17,2023-12-21
3619,11034,Boleto,208.5,2023-08-14
3620,24234,Cartão,86.11,2024-11-14
3621,16735,Pix,246.77,2024-04-05
3622,22069,Cartão,118.19,2023-02-15
3623,22043,Cartão,419.28,2023-03-07
3624,12596,Boleto,294.01,2023-12-12
3625,29807,Cartão,67.65,2024-01-23
3626,3634,Pix,147.85,2025-04-07
3627,22893,Boleto,65.1,2025-05-21
3628,12108,Cartão,197.57,2024-03-18
3629,16662,Boleto,241.63,2023-10-26
3630,6854,Pix,270.39,2023-02-10
3631,20731,Cartão,381.96,2022-10-02
3632,9973,Cartão,141.45,2023-05-28
3633,23132,Boleto,451.65,2022-12-28
3634,17764,Cartão,401.17,2024-09-09
3635,20129,Pix,329.61,2023-09-21
3636,7548,Pix,293.85,2025-04-19
3637,16389,Boleto,226.47,2022-11-29
3638,25556,Boleto,386.01,2023-11-22
3639,14902,Cartão,305.69,2024-05-28
3640,2200,Cartão,351.54,2023-10-06
3641,19945,Pix,105.56,2022-07-11
3642,11032,Cartão,490.68,2024-04-25
3643,2202,Boleto,126.94,2023-02-26
3644,27292,Boleto,74.38,2024-05-10
3645,25100,Pix,297.16,2022-09-15
3646,13206,Cartão,340.74,2023-09-16
3647,9827,Cartão,257.48,2023-05-07
3648,13942,Boleto,295.47,2023-09-25
3649,21444,Cartão,255.09,2024-02-23
3650,6294,Pix,242.54,2023-10-19
3651,8609,Boleto,191.95,2025-04-05
3652,13660,Pix,99.88,2023-11-19
3653,5843,Boleto,495.97,2023-07-11
3654,13474,Boleto,448.38,2023-05-03
3655,13666,Pix,165.33,2023-06-06
3656,27829,Pix,57.58,2025-05-03
3657,13936,Cartão,321.54,2023-07-15
3658,24915,Pix,458.5,2024-03-20
3659,2022,Boleto,159.33,2024-10-04
3660,1894,Cartão,398.41,2025-01-02
3661,22789,Cartão,394.74,2024-09-15
3662,17113,Boleto,318.54,2024-07-11
3663,16074,Cartão,443.61,2025-05-31
3664,4132,Boleto,254.03,2023-08-04
3665,23511,Pix,378.33,2023-10-08
3666,1649,Boleto,160.23,2024-01-04
3667,5534,Boleto,293.9,2023-02-14
3668,15842,Cartão,423.15,2024-05-11
3669,9864,Pix,434.6,2023-12-17
3670,8843,Boleto,330.78,2023-05-04
3671,28620,Cartão,188.75,2025-06-02
3672,7545,Boleto,343.88,2023-11-14
3673,668,Boleto,311.81,2024-07-06
3674,6818,Boleto,97.84,2024-07-03
3675,24289,Cartão,499.05,2023-07-26
3676,8608,Pix,402.21,2024-11-08
3677,15905,Pix,326.16,2022-11-10
3678,17573,Cartão,107.95,2023-07-10
3679,11637,Pix,69.81,2022-06-12
3680,16892,Pix,394.53,2025-06-04
3681,9276,Boleto,127.32,2025-05-02
3682,11094,Pix,459.05,2024-12-12
3683,22961,Cartão,494.62,2025-04-30
3684,1469,Boleto,198.54,2025-01-18
3685,26210,Boleto,47.67,2024-12-02
3686,27737,Pix,176.14,2023-07-02
3687,14173,Boleto,352.39,2023-09-14
3688,4783,Pix,70.21,2024-06-10
3689,679,Boleto,221.21,2023-10-01
3690,11962,Boleto,177.03,2023-02-27
3691,26378,Cartão,208.06,2023-05-27
3692,8364,Cartão,366.15,2023-06-11
3693,12928,Boleto,233.11,2023-11-08
3694,24420,Boleto,187.71,2023-11-25
3695,24031,Cartão,322.02,2024-01-09
3696,10243,Pix,151.67,2024-12-25
3697,7633,Pix,196.27,2023-02-16
3698,22165,Pix,170.8,2025-05-10
3699,21719,Cartão,493.44,2022-12-20
3700,20980,Cartão,226.52,2023-05-19
3701,8172,Boleto,384.28,2024-07-22
3702,1604,Cartão,189.38,2024-02-15
3703,10105,Pix,100.59,2022-08-12
3704,26713,Cartão,372.84,2022-08-27
3705,15690,Boleto,478.21,2023-12-13
3706,4056,Pix,286.33,2023-09-25
3707,8976,Boleto,186.97,2024-03-09
3708,27778,Cartão,180.01,2024-10-01
3709,10003,Pix,220.03,2024-04-30
3710,4041,Boleto,384.29,2025-02-13
3711,29173,Boleto,460.75,2022-09-20
3712,3609,Pix,410.3,2024-12-15
3713,15585,Cartão,327.39,2023-03-22
3714,10597,Boleto,47.71,2023-01-13
3715,14964,Boleto,367.73,2023-06-05
3716,18716,Pix,282.56,2022-10-24
3717,28061,Pix,389.75,2023-11-06
3718,7553,Boleto,332.27,2024-03-23
3719,15033,Boleto,321.07,2023-02-11
3720,11311,Pix,211.39,2023-05-24
3721,28221,Boleto,197.66,2024-06-09
3722,11828,Boleto,153.76,2024-07-27
3723,23174,Boleto,332.84,2023-04-09
3724,2945,Pix,481.28,2024-12-05
3725,27284,Cartão,322.03,2022-09-04
3726,16801,Cartão,291.87,2023-12-31
3727,7071,Pix,265.07,2022-09-15
3728,28382,Cartão,420.5,2022-08-06
3729,5914,Cartão,174.34,2022-09-26
3730,7582,Boleto,172.78,2024-04-03
3731,12137,Pix,323.24,2024-04-08
3732,8101,Boleto,420.62,2024-03-05
3733,27084,Cartão,462.57,2025-05-15
3734,652,Pix,177.95,2023-12-25
3735,17758,Cartão,226.89,2024-02-11
3736,3950,Boleto,198.23,2022-12-17
3737,23854,Pix,437.34,2024-03-04
3738,9927,Pix,67.08,2023-11-26
3739,22913,Boleto,74.23,2023-12-05
3740,25000,Boleto,406.1,2023-06-05
3741,26885,Pix,269.18,2024-01-12
3742,13876,Pix,211.17,2023-12-04
3743,16317,Boleto,309.18,2023-07-02
3744,27664,Pix,489.88,2023-04-27
3745,1396,Cartão,371.06,2022-08-19
3746,27437,Cartão,264.63,2023-02-28
3747,23725,Boleto,39.98,2022-06-30
3748,26151,Boleto,383.16,2024-02-14
3749,7954,Boleto,260.66,2024-12-07
3750,24105,Boleto,246.0,2023-10-09
3751,14279,Pix,54.98,2025-05-02
3752,2614,Boleto,393.48,2023-07-08
3753,8637,Cartão,286.69,2022-08-30
3754,7303,Boleto,476.82,2023-03-04
3755,13464,Pix,441.03,2023-10-13
3756,10731,Cartão,70.49,2024-03-26
3757,29055,Boleto,361.86,2024-09-15
3758,7492,Boleto,352.34,2024-05-06
3759,14415,Cartão,153.46,2023-01-07
3760,9191,Boleto,296.46,2024-07-30
3761,10560,Cartão,33.77,2022-09-11
3762,12168,Pix,135.45,2023-01-04
3763,21243,Pix,400.61,2025-05-13
3764,26619,Pix,74.13,2025-03-21
3765,29252,Pix,329.4,2023-02-20
3766,27722,Pix,66.17,2024-09-02
3767,4103,Pix,488.42,2023-03-13
3768,11937,Boleto,335.89,2024-05-20
3769,1840,Cartão,51.35,2023-02-04
3770,6748,Pix,84.13,2023-11-20
3771,9960,Cartão,185.16,2024-07-11
3772,11682,Cartão,306.18,2024-05-24
3773,8260,Boleto,319.19,2024-04-15
3774,15847,Boleto,278.47,2025-04-12
3775,11787,Cartão,275.11,2024-12-20
3776,5197,Boleto,330.51,2023-07-26
3777,21133,Cartão,483.99,2025-04-24
3778,1123,Cartão,245.55,2022-11-21
3779,6040,Boleto,203.99,2024-04-22
3780,19966,Cartão,262.47,2023-06-21
3781,14322,Cartão,194.84,2023-07-05
3782,16684,Boleto,414.44,2023-07-21
3783,21870,Boleto,434.17,2025-02-24
3784,16330,Cartão,190.0,2024-04-05
3785,15508,Cartão,352.01,2023-04-30
3786,8312,Boleto,70.4,2024-06-28
3787,27491,Boleto,165.17,2025-04-30
3788,7065,Boleto,230.1,2022-06-27
3789,2396,Cartão,331.51,2022-07-21
3790,17911,Cartão,239.15,2023-10-20
3791,4921,Cartão,422.78,2025-02-03
3792,4372,Boleto,247.83,2023-01-10
3793,22155,Cartão,378.11,2025-05-07
3794,21255,Cartão,388.93,2023-11-07
3795,6610,Boleto,72.88,2023-01-10
3796,12549,Boleto,211.6,2022-06-15
3797,29852,Cartão,287.11,2024-09-17
3798,12726,Pix,455.13,2024-12-28
3799,15983,Cartão,158.43,2024-08-17
3800,19116,Cartão,184.34,2025-06-08
3801,2654,Cartão,143.65,2022-12-03
3802,22451,Cartão,360.41,2023-09-06
3803,8383,Cartão,124.4,2022-06-27
3804,1883,Pix,346.1,2024-01-19
3805,2779,Boleto,266.04,2025-01-06
3806,21661,Cartão,344.52,2022-12-12
3807,12676,Cartão,275.1,2023-08-15
3808,15949,Cartão,320.56,2022-06-27
3809,71,Cartão,252.57,2022-08-01
3810,14536,Cartão,56.28,2023-07-29
3811,15931,Boleto,153.5,2024-01-15
3812,21471,Cartão,387.15,2024-04-29
3813,20222,Boleto,148.91,2023-04-12
3814,2448,Cartão,383.97,2024-01-06
3815,14300,Boleto,370.74,2023-09-29
3816,23816,Pix,486.21,2025-01-05
3817,25174,Boleto,371.05,2023-04-04
3818,19774,Cartão,324.79,2024-08-10
3819,8271,Boleto,424.34,2023-03-27
3820,5189,Boleto,266.91,2024-02-02
3821,28513,Boleto,76.48,2025-02-05
3822,26650,Pix,221.24,2025-02-20
3823,1063,Pix,163.21,2024-09-29
3824,15470,Pix,322.04,2023-12-21
3825,24519,Pix,410.87,2024-04-07
3826,7823,Pix,181.8,2024-11-11
3827,10873,Pix,349.78,2024-06-18
3828,886,Boleto,442.58,2023-04-14
3829,28278,Pix,375.02,2024-04-27
3830,18394,Pix,494.58,2024-01-16
3831,18975,Boleto,464.36,2024-03-08
3832,290,Boleto,363.06,2025-02-19
3833,8591,Boleto,103.14,2024-11-22
3834,12649,Cartão,469.17,2023-12-02
3835,8401,Boleto,160.49,2023-10-20
3836,5328,Cartão,340.23,2022-10-20
3837,21609,Pix,262.46,2025-03-16
3838,23234,Boleto,75.73,2023-12-23
3839,27775,Boleto,380.09,2022-07-08
3840,9098,Pix,325.61,2024-08-05
3841,17114,Cartão,110.82,2025-06-02
3842,6892,Boleto,55.12,2023-08-22
3843,9382,Cartão,391.43,2024-12-12
3844,2599,Boleto,278.51,2024-05-15
3845,24089,Boleto,272.96,2022-08-20
3846,3311,Pix,464.33,2023-03-28
3847,13571,Cartão,58.77,2022-07-17
3848,16766,Boleto,360.35,2024-02-08
3849,19465,Cartão,453.08,2023-04-22
3850,28823,Pix,299.52,2024-04-26
3851,14436,Cartão,73.86,2025-02-03
3852,9804,Cartão,165.7,2022-09-10
3853,25680,Cartão,495.27,2022-09-13
3854,19784,Pix,299.27,2022-09-02
3855,20810,Pix,425.08,2023-01-05
3856,21805,Pix,158.01,2022-11-05
3857,3409,Boleto,229.74,2023-07-24
3858,11533,Pix,405.1,2022-12-17
3859,2060,Pix,224.57,2023-01-14
3860,12981,Cartão,46.66,2025-02-09
3861,18728,Cartão,125.2,2022-10-05
3862,21645,Cartão,367.22,2025-02-04
3863,7405,Pix,262.32,2023-05-12
3864,3089,Cartão,171.48,2023-10-25
3865,2900,Pix,99.73,2024-05-28
3866,4319,Boleto,446.84,2024-10-24
3867,9676,Cartão,260.41,2024-05-19
3868,26614,Cartão,99.22,2022-09-04
3869,3365,Pix,42.17,2023-09-30
3870,28667,Boleto,449.69,2024-05-09
3871,4776,Pix,90.56,2024-03-30
3872,19758,Boleto,225.75,2023-10-16
3873,15584,Pix,488.48,2024-11-12
3874,4396,Pix,51.13,2023-07-07
3875,19706,Cartão,122.27,2025-03-31
3876,23434,Cartão,425.44,2023-04-28
3877,14551,Pix,104.79,2022-07-21
3878,28714,Boleto,486.45,2025-02-04
3879,3622,Boleto,224.02,2022-08-05
3880,10781,Boleto,247.68,2024-07-27
3881,13783,Boleto,223.23,2023-10-04
3882,7436,Pix,365.06,2023-10-02
3883,23083,Cartão,56.92,2024-12-12
3884,13605,Cartão,492.65,2024-07-25
3885,12928,Boleto,155.35,2023-09-23
3886,18699,Pix,145.69,2025-01-14
3887,18237,Cartão,158.67,2023-11-08
3888,27598,Pix,108.11,2024-11-16
3889,1553,Boleto,334.7,2022-09-23
3890,13099,Cartão,247.24,2023-08-22
3891,12199,Cartão,313.84,2024-12-17
3892,25801,Boleto,61.96,2024-01-20
3893,21196,Cartão,278.16,2023-06-23
3894,24184,Pix,120.69,2023-07-02
3895,1528,Pix,478.42,2022-07-06
3896,7388,Cartão,362.47,2024-12-09
3897,12089,Cartão,65.54,2024-10-02
3898,1135,Cartão,259.98,2023-08-11
3899,24639,Boleto,89.91,2023-06-22
3900,19372,Pix,84.75,2024-02-02
3901,23042,Pix,241.17,2024-02-12
3902,23156,Pix,432.87,2022-06-12
3903,14515,Boleto,33.51,2024-05-17
3904,12498,Pix,157.96,2025-06-06
3905,19164,Cartão,90.15,2023-11-28
3906,38,Cartão,214.23,2024-04-18
3907,29190,Boleto,428.92,2022-12-11
3908,24912,Boleto,400.93,2022-09-24
3909,24635,Cartão,332.26,2022-08-04
3910,23827,Cartão,478.84,2023-12-14
3911,21881,Pix,455.14,2024-05-20
3912,4646,Boleto,180.81,2023-05-14
3913,22926,Boleto,284.6,2023-07-29
3914,28597,Boleto,178.27,2025-05-17
3915,9819,Cartão,148.31,2023-10-10
3916,4029,Cartão,359.83,2024-03-25
3917,6574,Pix,270.65,2024-08-16
3918,26110,Boleto,452.39,2023-04-25
3919,20667,Boleto,102.33,2022-12-27
3920,23257,Boleto,276.4,2023-07-09
3921,20754,Pix,87.96,2023-01-09
3922,14363,Cartão,124.38,2022-09-14
3923,25140,Pix,414.08,2025-03-14
3924,14862,Cartão,318.79,2024-04-29
3925,13049,Pix,205.71,2023-09-28
3926,17036,Boleto,484.12,2022-09-28
3927,11832,Boleto,93.88,2024-06-18
3928,24577,Pix,213.91,2023-06-06
3929,24529,Pix,308.67,2022-12-01
3930,26121,Boleto,218.82,2022-08-09
3931,9533,Cartão,87.84,2023-04-22
3932,7288,Cartão,428.81,2022-07-30
3933,191,Boleto,131.9,2023-04-27
3934,2388,Pix,359.84,2022-06-29
3935,26271,Cartão,473.16,2025-05-06
3936,17148,Cartão,233.53,2024-12-14
3937,10307,Cartão,389.12,2024-12-17
3938,13320,Cartão,325.84,2024-08-27
3939,13698,Cartão,172.46,2023-07-19
3940,21365,Pix,309.0,2024-10-19
3941,5955,Pix,216.95,2023-07-26
3942,20117,Pix,243.04,2023-03-12
3943,17627,Pix,121.94,2022-11-28
3944,29333,Pix,159.57,2023-04-02
3945,5021,Boleto,75.19,2023-11-30
3946,225,Pix,393.08,2024-12-05
3947,6651,Cartão,81.01,2023-06-07
3948,4097,Cartão,67.68,2024-08-16
3949,18202,Boleto,114.44,2022-10-11
3950,20996,Pix,233.36,2025-01-27
3951,21401,Boleto,492.14,2022-09-26
3952,7536,Boleto,337.01,2023-07-22
3953,9886,Boleto,381.97,2024-12-21
3954,26999,Pix,128.31,2023-05-17
3955,6922,Cartão,189.85,2023-06-26
3956,1845,Cartão,316.38,2025-05-10
3957,6585,Pix,308.39,2023-12-20
3958,28935,Cartão,55.2,2023-05-18
3959,9794,Boleto,427.46,2024-11-19
3960,10956,Boleto,185.04,2024-10-30
3961,3583,Pix,128.21,2025-04-22
3962,26021,Boleto,373.68,2025-04-16
3963,15599,Cartão,416.94,2023-02-16
3964,20604,Boleto,491.06,2023-03-14
3965,6728,Pix,296.62,2023-01-28
3966,4815,Cartão,115.28,2024-09-12
3967,29777,Boleto,432.56,2025-05-11
3968,16647,Cartão,298.88,2023-11-09
3969,405,Boleto,65.12,2024-09-17
3970,5405,Pix,465.39,2023-05-19
3971,22366,Cartão,380.03,2023-02-18
3972,5746,Boleto,51.07,2024-04-09
3973,4881,Cartão,241.79,2023-06-27
3974,10328,Pix,290.57,2024-08-29
3975,21756,Boleto,285.54,2024-12-11
3976,77,Boleto,244.31,2024-04-07
3977,8642,Pix,156.74,2025-06-02
3978,29651,Cartão,231.28,2023-02-18
3979,20653,Cartão,151.89,2024-09-11
3980,19557,Pix,322.49,2022-07-02
3981,993,Pix,423.76,2023-01-03
3982,3374,Boleto,34.9,2025-03-25
3983,20268,Pix,373.98,2024-01-05
3984,15643,Pix,305.14,2022-11-12
3985,20052,Boleto,181.86,2022-12-31
3986,18660,Cartão,180.86,2025-03-30
3987,24620,Boleto,272.98,2022-12-04
3988,18620,Cartão,122.44,2025-05-15
3989,18002,Boleto,110.74,2024-07-05
3990,23760,Pix,326.9,2023-04-12
3991,26648,Boleto,332.85,2022-06-18
3992,23644,Boleto,409.3,2025-05-17
3993,19850,Cartão,327.91,2023-11-02
3994,11419,Cartão,377.5,2023-12-18
3995,11501,Boleto,228.03,2022-07-05
3996,22704,Boleto,50.32,2023-12-13
3997,23265,Boleto,323.24,2023-03-08
3998,19229,Boleto,388.89,2024-12-26
3999,6664,Pix,454.09,2022-12-27
4000,13286,Boleto,286.74,2023-10-05
4001,14603,Cartão,358.47,2024-10-28
4002,26050,Cartão,161.9,2022-09-21
4003,20150,Boleto,417.12,2022-11-19
4004,14519,Pix,271.64,2023-07-20
4005,14249,Boleto,151.9,2022-10-25
4006,6771,Pix,145.51,2025-03-11
4007,24889,Boleto,55.23,2024-10-19
4008,16914,Pix,87.42,2025-02-02
4009,13995,Boleto,318.57,2023-12-21
4010,14647,Pix,477.76,2023-07-14
4011,21134,Pix,355.34,2022-07-29
4012,13187,Cartão,30.5,2022-08-22
4013,17822,Boleto,74.05,2025-05-31
4014,20048,Boleto,259.11,2023-03-30
4015,7078,Boleto,158.48,2024-01-23
4016,28614,Boleto,433.96,2022-08-22
4017,13871,Cartão,184.35,2023-07-10
4018,23961,Cartão,80.67,2024-09-10
4019,5407,Boleto,309.02,2024-08-13
4020,8573,Boleto,177.03,2024-03-22
4021,20545,Pix,280.01,2024-03-20
4022,9382,Pix,105.26,2023-12-01
4023,11088,Cartão,143.61,2024-08-21
4024,17742,Pix,246.9,2024-09-11
4025,10259,Pix,450.96,2024-08-22
4026,11415,Pix,342.74,2022-07-20
4027,2841,Cartão,145.06,2024-10-19
4028,15726,Cartão,101.46,2023-10-22
4029,7651,Pix,253.03,2022-07-04
4030,20572,Cartão,447.05,2022-12-04
4031,26480,Boleto,125.58,2025-02-15
4032,23211,Pix,463.47,2024-03-22
4033,16190,Boleto,212.89,2023-01-23
4034,21769,Boleto,442.03,2023-10-19
4035,29109,Pix,476.99,2023-03-18
4036,4302,Pix,390.91,2025-04-12
4037,7919,Boleto,53.01,2023-05-19
4038,15414,Pix,412.84,2023-05-26
4039,8887,Boleto,457.38,2024-12-24
4040,25126,Boleto,38.1,2024-04-12
4041,11111,Boleto,324.37,2024-03-24
4042,27955,Boleto,461.91,2023-03-20
4043,14332,Cartão,260.0,2022-11-29
4044,11182,Cartão,166.51,2023-10-06
4045,20969,Boleto,244.89,2023-06-05
4046,26719,Pix,277.98,2025-02-09
4047,11324,Pix,331.77,2024-02-27
4048,28873,Boleto,202.74,2023-07-23
4049,6421,Boleto,465.13,2025-05-10
4050,12546,Boleto,143.41,2022-08-29
4051,20239,Pix,76.92,2022-06-27
4052,3657,Boleto,151.0,2023-11-11
4053,4703,Boleto,326.89,2023-08-24
4054,29438,Cartão,247.43,2024-11-29
4055,3659,Cartão,227.17,2024-08-31
4056,12730,Boleto,404.74,2023-03-22
4057,7885,Cartão,209.86,2023-12-17
4058,8039,Cartão,358.75,2024-07-13
4059,27121,Boleto,108.04,2023-05-15
4060,1610,Pix,100.17,2023-02-16
4061,9427,Pix,257.55,2022-12-04
4062,28559,Cartão,472.42,2024-07-05
4063,17411,Boleto,103.25,2023-09-19
4064,16808,Pix,372.83,2022-06-26
4065,7654,Boleto,309.03,2025-06-07
4066,29497,Boleto,380.48,2022-08-21
4067,19735,Boleto,337.44,2023-05-12
4068,1994,Cartão,72.44,2024-11-08
4069,11088,Cartão,474.28,2023-09-19
4070,1092,Boleto,118.98,2024-12-13
4071,27814,Pix,312.1,2023-05-25
4072,17071,Pix,288.59,2024-09-03
4073,9463,Boleto,448.59,2023-05-26
4074,20723,Boleto,435.1,2024-03-14
4075,23617,Pix,39.01,2022-12-25
4076,19791,Pix,70.33,2022-09-03
4077,22642,Boleto,104.36,2025-03-20
4078,2693,Pix,396.92,2023-05-13
4079,22519,Boleto,324.59,2022-12-22
4080,12557,Pix,70.83,2024-05-06
4081,20820,Cartão,357.93,2023-01-16
4082,22098,Cartão,388.12,2024-10-24
4083,13499,Boleto,446.68,2023-03-26
4084,12861,Cartão,342.97,2025-01-17
4085,19196,Cartão,98.12,2023-08-11
4086,764,Boleto,127.51,2024-08-20
4087,2474,Boleto,461.61,2024-07-08
4088,9840,Cartão,84.21,2023-10-26
4089,26501,Pix,499.94,2024-01-30
4090,6822,Pix,453.6,2025-05-05
4091,24467,Boleto,338.44,2025-02-23
4092,7318,Boleto,159.57,2024-02-28
4093,24526,Boleto,114.55,2024-07-28
4094,10008,Pix,498.29,2024-05-05
4095,23755,Boleto,360.42,2022-11-28
4096,10185,Pix,461.51,2023-06-23
4097,22892,Boleto,421.89,2022-11-14
4098,3836,Cartão,467.93,2024-03-24
4099,3672,Pix,54.13,2022-08-07
4100,25680,Cartão,283.58,2023-09-06
4101,17509,Cartão,79.57,2022-10-12
4102,23612,Boleto,340.97,2023-11-21
4103,27098,Cartão,459.06,2023-07-11
4104,3361,Pix,84.5,2023-01-17
4105,15869,Cartão,288.19,2024-02-26
4106,5026,Cartão,210.45,2025-02-07
4107,949,Cartão,130.12,2023-10-23
4108,14346,Pix,379.08,2023-12-17
4109,10870,Boleto,265.67,2022-09-16
4110,12688,Cartão,449.75,2024-10-07
4111,25872,Pix,231.93,2024-01-05
4112,23771,Boleto,300.56,2022-06-23
4113,24060,Pix,338.43,2024-05-02
4114,768,Cartão,449.48,2022-10-02
4115,2854,Pix,65.73,2025-05-13
4116,15920,Cartão,59.92,2024-08-10
4117,23714,Pix,300.35,2022-07-26
4118,22162,Boleto,378.47,2022-07-22
4119,25694,Pix,391.49,2025-01-10
4120,19536,Boleto,440.41,2025-01-06
4121,536,Cartão,272.16,2024-06-06
4122,20733,Boleto,93.65,2024-07-07
4123,23043,Cartão,248.33,2024-12-27
4124,22630,Boleto,290.09,2024-10-26
4125,4852,Pix,112.76,2025-02-13
4126,9778,Pix,218.9,2024-09-10
4127,24639,Boleto,130.37,2024-03-06
4128,28392,Pix,334.37,2023-12-24
4129,21580,Pix,289.59,2023-01-12
4130,8963,Pix,303.63,2024-06-13
4131,12444,Cartão,126.68,2023-04-22
4132,3335,Pix,183.38,2023-12-26
4133,27552,Boleto,73.81,2023-03-29
4134,3486,Pix,364.24,2022-12-09
4135,3875,Cartão,66.5,2024-04-03
4136,7095,Cartão,180.25,2023-06-12
4137,27600,Cartão,486.08,2023-02-20
4138,26280,Cartão,375.72,2022-11-05
4139,26064,Pix,203.59,2022-09-25
4140,23864,Pix,484.2,2022-08-31
4141,24064,Pix,65.76,2023-02-01
4142,10894,Pix,433.91,2024-03-20
4143,9077,Boleto,91.72,2022-10-19
4144,20764,Cartão,213.62,2024-06-08
4145,23653,Pix,95.6,2023-04-20
4146,28504,Pix,31.39,2023-05-29
4147,29914,Boleto,269.85,2023-10-30
4148,8221,Boleto,459.49,2022-09-22
4149,3778,Boleto,62.32,2023-12-18
4150,20121,Cartão,431.37,2023-01-21
4151,16705,Boleto,47.97,2023-02-26
4152,880,Cartão,125.5,2023-12-22
4153,22898,Pix,169.53,2024-10-17
4154,7140,Boleto,179.27,2024-07-10
4155,26089,Pix,178.72,2023-02-11
4156,8769,Boleto,185.09,2023-11-21
4157,3002,Cartão,450.65,2023-01-18
4158,24903,Pix,37.93,2024-06-03
4159,28653,Pix,241.67,2025-01-01
4160,27899,Pix,445.02,2023-10-16
4161,5194,Pix,132.14,2022-12-02
4162,17980,Pix,217.85,2022-09-02
4163,27237,Pix,158.61,2024-02-07
4164,26077,Cartão,293.93,2022-08-11
4165,10725,Boleto,339.87,2023-12-10
4166,15325,Cartão,231.71,2023-12-28
4167,24058,Cartão,75.07,2025-05-19
4168,4402,Cartão,101.01,2022-09-26
4169,12911,Cartão,297.73,2023-01-22
4170,9318,Pix,393.18,2024-02-16
4171,8792,Cartão,159.12,2022-09-15
4172,14848,Boleto,57.42,2024-11-07
4173,7135,Cartão,267.13,2022-09-17
4174,28351,Boleto,221.53,2023-11-19
4175,18411,Boleto,115.5,2023-10-17
4176,21588,Pix,170.87,2022-09-29
4177,5898,Cartão,472.86,2022-11-28
4178,15870,Boleto,89.56,2024-04-10
4179,3900,Cartão,80.7,2025-04-05
4180,24910,Pix,155.17,2024-10-04
4181,14254,Pix,388.29,2025-03-29
4182,26416,Pix,424.3,2024-09-15
4183,26791,Pix,36.42,2023-04-30
4184,19771,Pix,442.14,2024-10-12
4185,4325,Cartão,50.04,2024-07-06
4186,29183,Boleto,338.18,2025-03-28
4187,5487,Cartão,307.26,2022-08-10
4188,26041,Pix,469.96,2025-01-13
4189,25221,Boleto,269.98,2024-08-22
4190,20023,Boleto,46.52,2024-05-14
4191,19992,Cartão,396.64,2024-07-13
4192,27182,Pix,352.36,2025-05-15
4193,17058,Pix,148.09,2025-04-03
4194,25825,Boleto,332.11,2023-04-22
4195,2542,Pix,47.61,2023-04-17
4196,19014,Boleto,429.47,2023-03-23
4197,20535,Cartão,419.71,2025-05-27
4198,10198,Cartão,157.33,2022-06-30
4199,16249,Cartão,428.99,2022-06-10
4200,17539,Pix,194.96,2024-10-07
4201,4861,Pix,477.55,2022-12-13
4202,26274,Pix,83.12,2023-02-11
4203,19340,Boleto,89.04,2024-10-03
4204,3629,Pix,44.68,2024-06-14
4205,14734,Cartão,276.74,2023-03-09
4206,9841,Boleto,356.78,2025-05-21
4207,25086,Cartão,133.06,2024-04-30
4208,25813,Pix,395.63,2024-04-22
4209,10300,Pix,407.08,2023-08-17
4210,8883,Boleto,288.8,2024-02-10
4211,26,Boleto,336.76,2024-02-19
4212,306,Pix,159.39,2022-11-01
4213,21875,Pix,357.04,2024-03-06
4214,5738,Cartão,148.39,2023-03-28
4215,26505,Cartão,470.59,2022-12-28
4216,9513,Pix,143.62,2023-04-03
4217,2858,Pix,132.0,2024-08-29
4218,6986,Boleto,430.44,2023-07-12
4219,18351,Pix,275.64,2023-02-26
4220,26218,Boleto,65.26,2023-10-18
4221,16029,Cartão,169.02,2022-10-19
4222,29035,Cartão,417.55,2022-12-04
4223,7624,Cartão,253.99,2024-05-07
4224,18842,Cartão,461.54,2022-08-01
4225,18591,Pix,385.21,2023-01-30
4226,29319,Pix,360.72,2023-06-05
4227,7372,Pix,256.95,2024-12-26
4228,30,Boleto,401.8,2022-09-13
4229,12925,Cartão,442.18,2022-12-20
4230,22622,Pix,108.74,2024-06-07
4231,14321,Cartão,53.64,2023-03-05
4232,15095,Cartão,441.35,2024-04-25
4233,23063,Cartão,349.16,2024-11-20
4234,1099,Cartão,426.05,2024-06-20
4235,17994,Cartão,185.59,2025-04-05
4236,9083,Boleto,143.15,2023-08-11
4237,1935,Boleto,71.53,2024-02-09
4238,6176,Cartão,254.29,2025-05-24
4239,3561,Pix,84.99,2024-03-20
4240,10821,Pix,430.2,2023-07-31
4241,26369,Pix,498.11,2022-09-22
4242,12531,Cartão,478.73,2022-12-06
4243,27398,Pix,138.76,2024-11-15
4244,18078,Pix,375.46,2024-12-23
4245,24181,Boleto,214.07,2025-04-20
4246,26382,Pix,118.91,2023-10-31
4247,22120,Pix,75.85,2023-07-31
4248,12515,Cartão,381.68,2025-02-13
4249,2729,Boleto,306.13,2022-08-30
4250,26082,Pix,499.95,2025-01-13
4251,27679,Cartão,468.29,2025-04-22
4252,12412,Boleto,493.7,2023-10-29
4253,16613,Pix,153.41,2023-03-11
4254,28683,Boleto,169.61,2024-02-19
4255,3586,Cartão,494.91,2024-07-02
4256,6902,Boleto,301.85,2024-10-03
