id_pedido,id_cliente,data,status
2478,21896,2024-04-11,Cancelado
2479,8750,2024-03-02,Pago
2480,20048,2023-11-12,Cancelado
2481,19700,2024-08-10,Pago
2482,8809,2024-03-03,Cancelado
2483,6422,2024-04-27,Cancelado
2484,20430,2023-08-19,Cancelado
2485,889,2022-08-16,Pago
2486,584,2024-01-27,Pendente
2487,9199,2023-09-06,Cancelado
2488,23470,2022-07-31,Pago
2489,1399,2024-02-04,Pendente
2490,17299,2024-05-13,Pendente
2491,14329,2024-11-07,Pago
2492,4871,2023-07-30,Cancelado
2493,5625,2022-12-09,Pendente
2494,4910,2024-11-14,Cancelado
2495,20491,2023-07-29,Cancelado
2496,20064,2023-09-24,Pendente
2497,1569,2024-07-28,Pago
2498,7856,2023-02-23,Pendente
2499,22149,2023-01-08,Pendente
2500,15223,2023-11-19,Pago
2501,6086,2024-04-28,Pendente
2502,10343,2023-12-28,Pendente
2503,6528,2023-05-15,Pago
2504,13565,2022-06-21,Pendente
2505,1536,2025-04-16,Pago
2506,9426,2024-11-29,Pago
2507,10294,2025-06-02,Pendente
2508,13283,2023-03-14,Cancelado
2509,20995,2022-12-24,Cancelado
2510,22768,2022-11-09,Pendente
2511,11381,2025-05-22,Cancelado
2512,10897,2024-06-07,Cancelado
2513,22399,2022-10-20,Pago
2514,21995,2024-06-07,Pendente
2515,16883,2023-09-29,Pago
2516,20297,2022-10-10,Cancelado
2517,10065,2023-04-01,Pendente
2518,3547,2023-08-25,Cancelado
2519,8365,2025-05-02,Pago
2520,8507,2023-12-01,Pendente
2521,17655,2023-05-23,Pendente
2522,22056,2023-04-17,Cancelado
2523,19709,2023-04-25,Pago
2524,11239,2023-07-19,Cancelado
2525,16252,2023-06-23,Cancelado
2526,19666,2022-07-05,Cancelado
2527,19370,2024-11-29,Pago
2528,23132,2025-03-27,Pago
2529,13851,2024-02-14,Pago
2530,20889,2025-02-07,Pendente
2531,6190,2025-03-06,Pendente
2532,8529,2023-10-08,Pendente
2533,7450,2023-05-17,Cancelado
2534,3513,2024-11-08,Pago
2535,16133,2024-07-02,Pago
2536,19094,2022-11-03,Cancelado
2537,20105,2024-07-17,Cancelado
2538,13405,2023-11-26,Cancelado
2539,24628,2023-12-26,Pago
2540,93,2025-05-10,Pendente
2541,3396,2023-12-21,Pago
2542,7830,2023-06-29,Pago
2543,1953,2022-09-15,Pendente
2544,14105,2024-05-01,Pendente
2545,20719,2023-11-26,Cancelado
2546,9960,2023-08-03,Pendente
2547,9236,2024-09-13,Pendente
2548,726,2023-11-28,Cancelado
2549,18205,2022-09-27,Cancelado
2550,21131,2023-08-14,Pago
2551,8357,2024-03-24,Cancelado
2552,15487,2025-04-22,Pendente
2553,15917,2023-05-11,Cancelado
2554,11610,2024-02-03,Pago
2555,24794,2022-06-09,Pago
2556,1034,2022-09-27,Pago
2557,19823,2023-04-17,Pago
2558,6982,2024-12-23,Cancelado
2559,53,2023-01-02,Pago
2560,1091,2024-09-28,Pendente
2561,4716,2023-11-06,Cancelado
2562,3526,2025-05-07,Pago
2563,6101,2023-11-19,Pendente
2564,11747,2024-09-27,Pago
2565,10273,2024-09-29,Pago
2566,5778,2024-07-15,Pago
2567,23324,2023-01-20,Cancelado
2568,13886,2023-10-26,Pago
2569,19866,2023-07-10,Pendente
2570,1059,2024-07-24,Pendente
2571,16381,2024-07-21,Cancelado
2572,6572,2022-11-02,Pendente
2573,15079,2023-07-17,Cancelado
2574,20002,2023-11-19,Pendente
2575,23296,2023-03-01,Cancelado
2576,8557,2023-04-04,Pendente
2577,24141,2025-04-30,Pendente
2578,5269,2022-08-17,Pago
2579,8317,2024-05-05,Cancelado
2580,2286,2024-04-16,Pendente
2581,23457,2025-02-22,Pago
2582,8868,2023-03-16,Pendente
2583,13649,2023-12-07,Pendente
2584,21608,2024-03-19,Cancelado
2585,18113,2022-12-07,Cancelado
2586,7040,2024-05-15,Pendente
2587,24223,2025-04-02,Pago
2588,5432,2023-05-07,Pago
2589,6580,2023-07-31,Pago
2590,14008,2025-04-04,Cancelado
2591,7226,2024-07-27,Pago
2592,6896,2023-10-08,Cancelado
2593,19501,2024-03-09,Cancelado
2594,5958,2023-07-16,Cancelado
2595,1924,2023-01-04,Pago
2596,8499,2022-08-05,Pago
2597,9218,2024-03-04,Pago
2598,6111,2023-02-07,Pago
2599,4029,2022-08-05,Pendente
2600,17188,2024-12-12,Pendente
2601,24466,2023-11-03,Pendente
2602,22720,2025-04-28,Pago
2603,24100,2023-09-26,Pendente
2604,20741,2022-12-07,Pago
2605,14693,2022-07-01,Pago
2606,20101,2024-07-01,Cancelado
2607,14495,2025-03-18,Pendente
2608,21781,2024-07-24,Pendente
2609,3063,2023-11-29,Pendente
2610,9614,2023-12-11,Cancelado
2611,21469,2025-04-25,Pendente
2612,19501,2024-10-05,Pendente
2613,18901,2025-02-28,Cancelado
2614,6789,2024-12-31,Cancelado
2615,1182,2022-08-08,Pendente
2616,11246,2023-10-26,Pago
2617,18506,2024-02-07,Cancelado
2618,17802,2024-05-11,Pago
2619,6743,2025-06-05,Pago
2620,1682,2023-09-15,Pendente
2621,1772,2023-06-16,Pendente
2622,8089,2022-11-28,Pendente
2623,11922,2025-01-09,Pago
2624,900,2024-07-19,Pago
2625,22528,2023-09-23,Pago
2626,5081,2022-08-01,Pago
2627,11644,2023-09-05,Pago
2628,8593,2023-12-27,Pendente
2629,22950,2023-03-02,Cancelado
2630,10208,2025-01-08,Cancelado
2631,24562,2024-03-12,Cancelado
2632,22140,2025-04-26,Cancelado
2633,11737,2023-01-03,Pendente
2634,19534,2025-05-01,Cancelado
2635,22765,2024-09-04,Pago
2636,14998,2023-06-29,Pendente
2637,3039,2023-10-22,Pendente
2638,5636,2023-08-05,Pago
2639,15835,2024-09-16,Pendente
2640,16619,2024-02-26,Pendente
2641,199,2023-09-22,Cancelado
2642,14187,2024-06-16,Cancelado
2643,13609,2023-04-27,Cancelado
2644,24931,2025-04-11,Cancelado
2645,23471,2023-01-11,Cancelado
2646,14292,2023-05-22,Pendente
2647,5619,2023-03-15,Pago
2648,23118,2024-02-20,Cancelado
2649,19887,2024-04-08,Cancelado
2650,11092,2022-08-11,Pago
2651,13985,2023-11-28,Pendente
2652,3122,2023-04-13,Cancelado
2653,8644,2024-11-13,Cancelado
2654,5080,2025-04-27,Pendente
2655,10844,2023-08-28,Cancelado
2656,13019,2025-01-09,Cancelado
2657,15973,2024-08-28,Cancelado
2658,12553,2024-06-26,Cancelado
2659,16947,2022-09-17,Pendente
2660,4483,2023-03-14,Cancelado
2661,10943,2025-05-05,Cancelado
2662,22569,2024-01-12,Pendente
2663,20597,2024-10-12,Cancelado
2664,4108,2022-10-31,Pendente
2665,24530,2023-03-26,Pendente
2666,2119,2024-11-05,Pendente
2667,10455,2023-02-16,Pago
2668,15110,2024-03-26,Pendente
2669,12700,2024-08-27,Pendente
2670,1935,2024-09-06,Pendente
2671,708,2023-02-21,Cancelado
2672,22756,2022-09-06,Cancelado
2673,9972,2023-07-15,Pendente
2674,11244,2023-01-07,Pendente
2675,13628,2023-06-28,Pendente
2676,10771,2023-06-13,Pago
2677,19030,2024-08-05,Pago
2678,2182,2023-02-28,Cancelado
2679,4985,2024-05-09,Pendente
2680,20264,2025-05-07,Pago
2681,1795,2024-03-25,Pago
2682,13398,2024-04-02,Pendente
2683,19670,2022-08-11,Pendente
2684,10173,2023-09-22,Cancelado
2685,6360,2024-01-06,Pago
2686,18105,2023-07-29,Pago
2687,18571,2024-01-07,Cancelado
2688,15208,2025-06-06,Pago
2689,3504,2023-11-26,Pago
2690,14615,2024-03-18,Pendente
2691,4593,2024-06-24,Cancelado
2692,15021,2024-01-30,Cancelado
2693,2388,2025-03-09,Pendente
2694,10293,2025-03-23,Cancelado
2695,22075,2024-05-18,Cancelado
2696,23426,2024-10-01,Cancelado
2697,10803,2024-01-13,Cancelado
2698,10692,2024-05-28,Cancelado
2699,20761,2024-05-11,Pago
2700,8343,2022-12-23,Pendente
2701,21453,2024-09-16,Pago
2702,12333,2022-07-31,Cancelado
2703,13456,2022-07-13,Pendente
2704,13648,2023-11-23,Pendente
2705,13513,2025-05-26,Pago
2706,6572,2024-07-19,Pendente
2707,10306,2023-10-17,Pendente
2708,10158,2023-04-18,Pendente
2709,11423,2024-09-23,Pago
2710,22982,2023-06-17,Cancelado
2711,16275,2022-07-25,Cancelado
2712,1102,2022-07-22,Cancelado
2713,9942,2025-03-17,Cancelado
2714,21559,2022-12-13,Pago
2715,20112,2023-07-17,Pendente
2716,5358,2023-09-04,Pago
2717,10014,2025-03-27,Cancelado
2718,24149,2023-10-21,Pago
2719,905,2023-11-13,Cancelado
2720,15296,2024-10-09,Pendente
2721,14109,2024-04-02,Cancelado
2722,7919,2022-08-26,Pago
2723,8603,2023-10-31,Pago
2724,19835,2023-09-02,Pago
2725,12441,2022-08-29,Pendente
2726,20236,2024-07-07,Pendente
2727,22055,2023-07-06,Pendente
2728,11647,2024-02-24,Cancelado
2729,13315,2025-03-27,Cancelado
2730,7818,2022-07-17,Pago
2731,16541,2025-01-29,Cancelado
2732,10099,2022-07-08,Cancelado
2733,7617,2025-02-07,Pendente
2734,14473,2024-09-28,Pendente
2735,22744,2024-07-28,Pendente
2736,11030,2024-11-15,Cancelado
2737,20655,2022-06-25,Pago
2738,14199,2024-01-25,Cancelado
2739,2426,2022-07-06,Pendente
2740,16921,2024-11-13,Cancelado
2741,547,2024-10-21,Pendente
2742,12747,2024-11-29,Cancelado
2743,8769,2024-09-15,Pago
2744,21531,2023-09-10,Pendente
2745,21273,2022-10-28,Cancelado
2746,21513,2023-03-28,Pendente
2747,6748,2023-03-03,Cancelado
2748,6687,2022-12-22,Cancelado
2749,8697,2022-12-21,Pago
2750,447,2022-11-05,Cancelado
2751,8702,2022-11-23,Pago
2752,3842,2023-06-19,Cancelado
2753,4678,2025-05-08,Cancelado
2754,18276,2022-07-24,Pendente
2755,9497,2024-11-27,Pendente
2756,14422,2022-07-19,Cancelado
2757,9546,2023-09-14,Pendente
2758,24723,2022-08-27,Cancelado
2759,3087,2022-12-27,Cancelado
2760,20767,2022-11-17,Pago
2761,16349,2023-04-20,Pendente
2762,12193,2022-11-23,Pago
2763,24320,2024-12-06,Pendente
2764,2778,2022-11-06,Pago
2765,4862,2023-09-08,Pendente
2766,4483,2025-04-29,Pago
2767,8875,2024-03-25,Pago
2768,19539,2022-06-27,Cancelado
2769,4747,2022-11-26,Pendente
2770,4829,2023-10-08,Cancelado
2771,18251,2024-02-02,Cancelado
2772,6626,2022-06-15,Pago
2773,17857,2023-04-05,Cancelado
2774,15680,2023-09-16,Pendente
2775,3516,2024-11-21,Cancelado
2776,21577,2024-09-12,Cancelado
2777,16773,2024-03-07,Pago
2778,15862,2023-05-27,Cancelado
2779,13643,2023-09-23,Cancelado
2780,24342,2023-01-09,Pago
2781,14084,2024-08-29,Cancelado
2782,23067,2022-11-19,Cancelado
2783,11895,2025-02-19,Cancelado
2784,4201,2023-10-04,Cancelado
2785,2696,2023-08-20,Pago
2786,59,2024-10-19,Pendente
2787,23086,2024-06-05,Pago
2788,19070,2023-02-03,Cancelado
2789,14845,2024-01-09,Pendente
2790,7503,2022-08-02,Pago
2791,13218,2022-08-10,Pago
2792,16163,2024-09-04,Cancelado
2793,6177,2022-12-20,Cancelado
2794,6293,2022-07-26,Pago
2795,14623,2024-01-27,Cancelado
2796,23934,2025-05-24,Pendente
2797,819,2025-04-17,Pendente
2798,500,2024-08-24,Pago
2799,7939,2025-04-05,Pendente
2800,12355,2022-08-17,Cancelado
2801,7852,2023-02-20,Pago
2802,5696,2022-12-12,Pago
2803,21653,2022-12-15,Pago
2804,12592,2022-08-20,Cancelado
2805,9223,2025-03-13,Cancelado
2806,11416,2025-02-10,Cancelado
2807,21610,2025-02-21,Pendente
2808,16386,2022-10-30,Pago
2809,17584,2025-01-22,Pago
2810,22361,2023-10-12,Pago
2811,4662,2024-08-24,Cancelado
2812,86,2023-06-22,Pendente
2813,20272,2025-04-07,Pendente
2814,4798,2022-10-24,Pendente
2815,3204,2024-07-11,Pendente
2816,17170,2024-01-10,Pago
2817,5799,2022-12-28,Pago
2818,5606,2024-02-26,Pendente
2819,10132,2024-08-14,Cancelado
2820,23156,2022-11-23,Pendente
2821,18478,2025-01-28,Pendente
2822,20181,2023-10-06,Cancelado
2823,1461,2025-05-02,Cancelado
2824,8715,2023-04-03,Cancelado
2825,6710,2023-12-25,Pago
2826,6448,2024-12-07,Pago
2827,2101,2023-12-02,Cancelado
2828,10153,2023-04-21,Pendente
2829,20480,2023-11-11,Pendente
2830,13287,2024-07-23,Pago
2831,11102,2023-03-29,Pago
2832,14883,2024-05-25,Cancelado
2833,17839,2023-02-05,Pendente
2834,17134,2024-12-01,Cancelado
2835,21286,2023-08-23,Pago
2836,5125,2024-10-11,Pendente
2837,16846,2022-10-29,Pago
2838,572,2025-06-03,Cancelado
2839,397,2023-02-06,Pago
2840,17912,2024-04-16,Cancelado
2841,23165,2024-08-03,Cancelado
2842,17080,2023-03-06,Pendente
2843,10249,2025-03-28,Pendente
2844,16019,2025-02-25,Pendente
2845,11723,2022-10-05,Pago
2846,10978,2022-08-24,Cancelado
2847,12706,2025-03-17,Pago
2848,15995,2022-09-09,Pendente
2849,15138,2023-04-15,Pago
2850,20416,2025-05-11,Pendente
2851,16003,2023-07-30,Cancelado
2852,828,2023-09-04,Pendente
2853,22964,2024-09-15,Pago
2854,21723,2024-10-30,Pendente
2855,22574,2024-06-27,Pendente
2856,21281,2024-06-11,Pendente
2857,6105,2023-02-07,Pago
2858,1984,2025-04-06,Pago
2859,11619,2024-02-07,Pago
2860,14095,2024-06-25,Pago
2861,20340,2024-12-10,Pago
2862,14531,2024-09-11,Pago
2863,15513,2022-09-30,Pendente
2864,11027,2025-03-07,Cancelado
2865,11070,2022-12-07,Cancelado
2866,10976,2024-03-23,Pago
2867,7643,2023-08-26,Pago
2868,1325,2022-09-17,Pendente
2869,14608,2025-06-08,Pago
2870,6786,2024-07-15,Pendente
2871,21635,2022-09-20,Cancelado
2872,23689,2022-11-12,Pendente
2873,3400,2024-06-04,Pendente
2874,18620,2024-03-27,Cancelado
2875,20405,2023-02-07,Pendente
2876,15538,2024-01-11,Cancelado
2877,6495,2022-06-17,Pago
2878,16559,2024-03-13,Pago
2879,16535,2024-08-25,Pendente
2880,5426,2023-01-08,Pendente
2881,5942,2024-08-28,Pago
2882,8584,2024-06-08,Pendente
2883,9553,2022-10-20,Pendente
2884,22835,2024-04-27,Pago
2885,15675,2022-10-31,Pago
2886,13561,2023-08-04,Cancelado
2887,7758,2024-01-20,Pendente
2888,11964,2022-10-13,Pendente
2889,11339,2024-05-31,Cancelado
2890,13469,2024-11-06,Pago
2891,8756,2024-01-18,Pendente
2892,20123,2023-12-07,Pendente
2893,9191,2024-02-18,Pago
2894,305,2024-10-26,Cancelado
2895,7625,2023-09-06,Cancelado
2896,1619,2023-08-15,Pendente
2897,12571,2023-07-20,Pago
2898,19169,2024-03-17,Pendente
2899,8345,2024-07-31,Pago
2900,22251,2023-09-10,Pago
2901,14514,2025-02-23,Cancelado
2902,10665,2023-11-14,Pendente
2903,14317,2023-10-05,Pago
2904,5726,2023-06-24,Pendente
2905,19123,2025-01-31,Cancelado
2906,12317,2024-06-19,Pago
2907,4242,2025-02-25,Pago
2908,5723,2022-11-01,Cancelado
2909,1918,2023-02-02,Pago
2910,18370,2024-02-20,Pago
2911,1166,2024-08-30,Pendente
2912,7801,2025-01-09,Pendente
2913,12022,2024-07-31,Cancelado
2914,16693,2025-05-29,Pago
2915,12293,2022-08-30,Cancelado
2916,23769,2023-08-22,Pendente
2917,24050,2024-09-25,Pago
2918,13002,2023-11-02,Pendente
2919,10229,2023-06-02,Pago
2920,13073,2022-09-28,Pago
2921,23457,2024-12-29,Pago
2922,16337,2024-11-06,Cancelado
2923,24159,2025-04-25,Cancelado
2924,13901,2023-09-08,Pago
2925,13903,2025-02-20,Pago
2926,1419,2025-04-17,Pendente
2927,825,2023-11-04,Cancelado
2928,6362,2023-10-27,Pago
2929,10611,2025-06-07,Cancelado
2930,23849,2024-10-06,Pago
2931,15444,2023-02-09,Pendente
2932,8020,2023-06-02,Pago
2933,11593,2024-04-20,Pago
2934,21749,2022-08-18,Pago
2935,13855,2022-11-28,Cancelado
2936,7437,2024-11-08,Cancelado
2937,20389,2023-03-12,Pago
2938,4865,2022-10-23,Pendente
2939,23001,2022-07-01,Pago
2940,18220,2024-10-09,Pago
2941,22558,2024-05-13,Pendente
2942,23999,2022-10-27,Cancelado
2943,21076,2022-08-08,Pago
2944,7659,2022-07-20,Cancelado
2945,20357,2023-06-23,Pago
2946,15896,2025-02-20,Pendente
2947,14893,2025-05-21,Pendente
2948,16252,2025-02-14,Pendente
2949,15557,2023-01-29,Cancelado
2950,14372,2023-10-05,Cancelado
2951,12428,2022-11-11,Pago
2952,5891,2025-02-25,Pendente
2953,9681,2023-12-19,Pago
2954,4064,2023-02-23,Pendente
2955,723,2024-12-20,Pendente
2956,14834,2023-05-18,Pago
2957,21934,2023-08-23,Cancelado
2958,5762,2024-07-25,Pago
2959,19567,2024-05-25,Pago
2960,23622,2025-04-05,Pago
2961,2081,2024-12-11,Pendente
2962,4026,2023-07-11,Cancelado
2963,11651,2023-07-19,Pago
2964,12266,2022-12-31,Pago
2965,17408,2022-08-12,Pago
2966,20522,2023-03-28,Pago
2967,14161,2024-12-24,Pago
2968,10453,2022-07-02,Pendente
2969,20842,2023-06-09,Pago
2970,5022,2023-05-05,Pendente
2971,5751,2022-12-19,Cancelado
2972,17851,2022-12-18,Cancelado
2973,11440,2025-01-14,Cancelado
2974,505,2024-11-05,Cancelado
2975,5991,2024-04-21,Pendente
2976,24033,2022-12-01,Cancelado
2977,1387,2023-01-10,Pago
2978,24381,2022-07-16,Pendente
2979,9183,2025-05-07,Cancelado
2980,12233,2024-01-24,Cancelado
2981,22847,2022-07-16,Cancelado
2982,20353,2022-08-07,Cancelado
2983,11686,2025-02-16,Pago
2984,12417,2025-01-06,Pendente
2985,10193,2025-05-20,Pendente
2986,23188,2022-11-24,Pendente
2987,13922,2023-02-17,Cancelado
2988,9048,2025-03-17,Cancelado
2989,15165,2025-01-21,Pago
2990,21653,2024-09-17,Pendente
2991,22197,2025-03-22,Pendente
2992,7773,2022-10-30,Cancelado
2993,6685,2024-01-20,Pendente
2994,10106,2025-03-19,Pendente
2995,6779,2023-12-30,Cancelado
2996,11807,2024-08-28,Pago
2997,12892,2022-06-14,Pendente
2998,14607,2024-08-02,Pendente
2999,24100,2022-08-07,Cancelado
3000,24997,2024-02-17,Pago
3001,3402,2023-07-22,Pendente
3002,242,2023-09-10,Pendente
3003,58,2022-12-05,Cancelado
3004,11973,2023-03-07,Cancelado
3005,4602,2025-05-18,Pago
3006,16470,2024-08-10,Pendente
3007,24183,2023-09-20,Cancelado
3008,1753,2025-01-13,Pendente
3009,218,2022-07-09,Pendente
3010,5482,2023-08-05,Pago
3011,2849,2024-12-17,Pendente
3012,1633,2024-08-31,Pendente
3013,17500,2025-02-28,Pago
3014,10370,2025-02-23,Pago
3015,17080,2023-07-11,Pago
3016,763,2023-11-25,Cancelado
3017,11473,2024-05-10,Cancelado
3018,8188,2023-04-10,Cancelado
3019,7241,2023-09-22,Cancelado
3020,3296,2024-08-15,Cancelado
3021,497,2024-04-21,Pago
3022,3056,2022-12-23,Pendente
3023,8532,2025-01-03,Cancelado
3024,12261,2025-05-03,Cancelado
3025,7134,2023-02-21,Pago
3026,19129,2022-11-27,Pendente
3027,19877,2022-11-18,Pendente
3028,9773,2022-08-27,Cancelado
3029,15393,2024-10-01,Cancelado
3030,24972,2024-10-01,Pendente
3031,13906,2024-08-07,Pendente
3032,5131,2025-03-21,Cancelado
3033,21199,2022-08-01,Cancelado
3034,15618,2022-11-16,Pago
3035,20510,2023-04-24,Pendente
3036,9517,2024-05-16,Pendente
3037,15073,2022-10-18,Cancelado
3038,22879,2022-09-06,Cancelado
3039,21527,2024-09-23,Pago
3040,6213,2022-10-20,Cancelado
3041,6229,2022-10-30,Cancelado
3042,14176,2023-05-05,Pendente
3043,24919,2024-04-20,Pendente
3044,2454,2023-04-30,Cancelado
3045,19450,2025-01-11,Pago
3046,19439,2024-10-15,Pago
3047,2494,2024-03-22,Pago
3048,23773,2024-02-03,Pendente
3049,7343,2024-03-05,Pendente
3050,15590,2022-11-17,Cancelado
3051,19878,2025-04-11,Pago
3052,23194,2022-10-04,Cancelado
3053,6238,2024-03-03,Pendente
3054,6280,2024-09-23,Pago
3055,4937,2023-10-20,Pendente
3056,14502,2025-04-30,Cancelado
3057,8006,2023-05-01,Cancelado
3058,11645,2025-01-09,Pago
3059,19998,2022-10-20,Pendente
3060,7367,2023-08-02,Cancelado
3061,21635,2023-08-24,Cancelado
3062,18118,2023-05-25,Pago
3063,9510,2023-09-23,Cancelado
3064,20719,2023-09-17,Cancelado
3065,10,2023-08-18,Pendente
3066,2869,2023-11-05,Pendente
3067,12302,2025-02-11,Pendente
3068,23398,2023-12-30,Pago
3069,8191,2023-12-11,Cancelado
3070,10870,2023-01-08,Cancelado
3071,21806,2023-01-03,Pago
3072,24092,2025-01-12,Cancelado
3073,20393,2024-10-03,Pendente
3074,16480,2023-04-29,Pago
3075,20541,2022-08-20,Pendente
3076,18216,2023-04-30,Pago
3077,9304,2024-08-02,Pago
3078,18077,2023-10-08,Cancelado
3079,19571,2023-03-19,Pago
3080,21399,2024-03-15,Pendente
3081,16257,2023-03-23,Cancelado
3082,24429,2024-04-09,Pago
3083,20446,2023-08-21,Cancelado
3084,18087,2023-02-25,Cancelado
3085,8453,2023-01-21,Pendente
3086,24738,2024-06-01,Cancelado
3087,21930,2022-09-10,Pago
3088,22923,2023-04-23,Pendente
3089,23549,2024-03-20,Pago
3090,23142,2022-10-29,Pago
3091,2636,2023-07-25,Cancelado
3092,12834,2024-10-25,Cancelado
3093,14134,2023-04-01,Pendente
3094,1469,2022-12-23,Pendente
3095,9856,2023-06-04,Cancelado
3096,15472,2025-05-11,Cancelado
3097,24152,2023-06-01,Cancelado
3098,8095,2024-09-01,Pendente
3099,23794,2023-02-20,Pendente
3100,13194,2023-05-09,Cancelado
3101,13393,2022-08-14,Pendente
3102,8759,2023-04-03,Pendente
3103,14399,2023-06-07,Cancelado
3104,3659,2022-08-28,Cancelado
3105,1499,2023-04-27,Pago
3106,20220,2024-10-25,Pago
3107,1278,2024-06-05,Cancelado
3108,14527,2023-10-07,Cancelado
3109,17767,2024-04-15,Cancelado
3110,5382,2023-06-29,Pendente
3111,9691,2022-12-15,Cancelado
3112,12130,2025-01-02,Pendente
3113,21318,2025-04-25,Pendente
3114,5898,2024-12-26,Pendente
3115,4389,2022-08-09,Pendente
3116,2169,2022-11-15,Pago
3117,23164,2024-02-14,Cancelado
3118,18628,2025-01-24,Cancelado
3119,1840,2022-12-05,Cancelado
3120,16238,2023-10-23,Pago
3121,8151,2022-07-16,Cancelado
3122,12590,2022-08-19,Pago
3123,9438,2024-12-18,Pago
3124,9565,2022-06-18,Cancelado
3125,14204,2023-06-22,Cancelado
3126,15307,2025-04-23,Cancelado
3127,6581,2023-07-24,Pendente
3128,16885,2024-04-04,Cancelado
3129,2456,2024-03-13,Pago
3130,9422,2025-03-03,Pendente
3131,12981,2023-10-11,Pago
3132,1354,2023-01-31,Pago
3133,9390,2022-09-24,Pago
3134,474,2023-02-13,Pendente
3135,20548,2023-03-01,Pago
3136,21048,2023-07-03,Pago
3137,18107,2025-05-03,Cancelado
3138,21258,2024-01-17,Cancelado
3139,8650,2022-12-09,Cancelado
3140,12345,2023-08-21,Pago
3141,13195,2024-08-03,Cancelado
3142,6938,2024-05-24,Cancelado
3143,22932,2023-02-02,Pendente
3144,14369,2023-11-20,Pendente
3145,968,2023-08-18,Pago
3146,24200,2024-01-09,Pendente
3147,13971,2022-12-22,Pago
3148,14981,2023-10-31,Cancelado
3149,7571,2024-05-01,Cancelado
3150,7647,2023-01-16,Pago
3151,4746,2022-10-11,Pago
3152,12443,2024-12-20,Pendente
3153,24993,2023-04-17,Cancelado
3154,12372,2024-02-14,Pendente
3155,13029,2023-09-16,Pendente
3156,5332,2022-10-05,Pendente
3157,6485,2024-01-16,Cancelado
3158,15256,2024-12-30,Pendente
3159,210,2024-04-22,Cancelado
3160,23980,2024-11-20,Pago
3161,18652,2024-01-01,Cancelado
3162,23243,2024-06-09,Cancelado
3163,7531,2022-11-22,Cancelado
3164,15640,2023-01-31,Pago
3165,18459,2024-08-19,Pago
3166,14755,2023-11-14,Pendente
3167,15604,2023-03-08,Cancelado
3168,2899,2022-07-13,Pago
3169,21055,2025-03-01,Pago
3170,9842,2024-10-05,Cancelado
3171,14059,2024-04-06,Pago
3172,11496,2025-06-08,Cancelado
3173,1099,2024-03-03,Cancelado
3174,1091,2023-02-20,Cancelado
3175,8756,2025-04-11,Pago
3176,4401,2022-12-13,Pendente
3177,18955,2023-11-22,Pago
3178,14648,2022-11-03,Pago
3179,21961,2023-03-20,Pago
3180,3623,2022-08-15,Cancelado
3181,11706,2024-12-03,Pendente
3182,1006,2024-04-01,Pendente
3183,10574,2024-02-18,Pendente
3184,626,2023-09-25,Cancelado
3185,22597,2024-09-27,Pago
3186,8787,2025-04-18,Pago
3187,5535,2023-03-25,Cancelado
3188,1081,2022-10-16,Cancelado
3189,6756,2023-10-02,Cancelado
3190,460,2024-12-06,Pendente
3191,11474,2023-01-17,Cancelado
3192,20859,2024-06-05,Pago
3193,5290,2023-03-17,Pendente
3194,23223,2024-05-01,Pago
3195,5179,2025-05-09,Pendente
3196,22455,2025-05-17,Pendente
3197,19574,2023-11-27,Cancelado
3198,11007,2024-05-15,Cancelado
3199,8279,2024-01-14,Cancelado
3200,13811,2024-08-17,Pago
3201,7284,2023-02-28,Pendente
3202,23439,2024-04-16,Pendente
3203,9137,2025-05-13,Cancelado
3204,1576,2022-10-07,Cancelado
3205,12272,2022-12-05,Pendente
3206,6135,2023-09-02,Pago
3207,22860,2025-03-02,Pago
3208,2138,2023-12-25,Pendente
3209,4670,2024-02-06,Cancelado
3210,23111,2024-10-21,Pendente
3211,13204,2023-06-18,Pago
3212,10019,2023-10-25,Cancelado
3213,15316,2023-02-19,Pendente
3214,19190,2024-06-29,Pago
3215,4384,2024-11-18,Pago
3216,8497,2023-06-18,Cancelado
3217,20928,2025-01-28,Cancelado
3218,5592,2024-08-08,Pendente
3219,20939,2022-12-30,Cancelado
3220,10615,2023-09-10,Pago
3221,15367,2022-09-28,Pendente
3222,5526,2022-10-04,Pendente
3223,17760,2025-02-06,Cancelado
3224,5268,2022-10-17,Pendente
3225,6430,2024-05-29,Cancelado
3226,24258,2024-01-05,Pendente
3227,23462,2024-10-16,Pago
3228,21143,2024-01-28,Pendente
3229,4705,2024-11-17,Cancelado
3230,13581,2023-03-25,Cancelado
3231,8119,2023-11-30,Pago
3232,24260,2023-07-24,Cancelado
3233,18110,2022-07-06,Cancelado
3234,22685,2024-04-22,Cancelado
3235,18629,2025-03-02,Pendente
3236,242,2023-02-24,Pago
3237,5633,2024-09-28,Pago
3238,22223,2025-02-02,Cancelado
3239,12743,2022-09-14,Pago
3240,13710,2024-05-28,Cancelado
3241,24596,2024-02-10,Cancelado
3242,21142,2023-01-07,Cancelado
3243,3049,2025-02-08,Cancelado
3244,3212,2023-11-10,Cancelado
3245,10649,2022-12-05,Pendente
3246,5942,2022-06-12,Pendente
3247,13475,2022-10-13,Pendente
3248,5180,2023-06-19,Pago
3249,10122,2023-10-22,Cancelado
3250,3687,2024-06-24,Pago
3251,10193,2024-01-12,Pendente
3252,21929,2023-01-27,Pago
3253,20366,2024-11-08,Pago
