id_estoque,id_livro,quantidade
1880,20468,10
1881,18721,24
1882,24258,4
1883,24807,41
1884,23966,70
1885,11622,9
1886,9174,51
1887,28801,17
1888,21198,13
1889,19681,63
1890,14352,54
1891,8967,9
1892,8626,91
1893,3941,14
1894,18149,76
1895,24254,44
1896,5794,70
1897,26149,68
1898,6793,17
1899,27830,42
1900,8572,95
1901,601,85
1902,11802,11
1903,13992,29
1904,6298,95
1905,53,75
1906,3834,92
1907,28609,45
1908,11872,38
1909,12351,57
1910,14806,49
1911,11575,12
1912,17601,26
1913,5271,78
1914,28105,86
1915,21572,60
1916,23476,9
1917,26180,53
1918,6423,96
1919,23795,70
1920,4984,55
1921,17431,33
1922,11233,83
1923,27079,32
1924,16288,80
1925,8076,88
1926,15096,61
1927,10595,36
1928,480,97
1929,13375,64
1930,22635,49
1931,1407,41
1932,14689,25
1933,17407,23
1934,14724,24
1935,11882,73
1936,16843,12
1937,25058,46
1938,8151,32
1939,9156,14
1940,23380,21
1941,1395,47
1942,9013,98
1943,8685,27
1944,2352,33
1945,27494,3
1946,8345,8
1947,1480,47
1948,17663,68
1949,906,34
1950,21243,72
1951,28042,94
1952,24488,100
1953,5163,9
1954,22408,68
1955,8900,59
1956,10186,6
1957,11020,54
1958,22209,21
1959,19884,83
1960,7257,50
1961,15017,78
1962,25032,53
1963,9687,94
1964,7920,7
1965,28943,52
1966,1427,6
1967,9651,46
1968,54,2
1969,7585,31
1970,16917,94
1971,6124,83
1972,21484,79
1973,4096,29
1974,5045,70
1975,19057,22
1976,24596,73
1977,10309,53
1978,7593,29
1979,1737,66
1980,15802,35
1981,13393,99
1982,29867,38
1983,4078,92
1984,12956,21
1985,3219,68
1986,17285,54
1987,9884,70
1988,22930,63
1989,14495,15
1990,29465,81
1991,27334,86
1992,9187,3
1993,8553,12
1994,4757,14
1995,16378,49
1996,11436,51
1997,21656,68
1998,19395,62
1999,24720,95
2000,726,25
2001,15010,30
2002,17518,67
2003,12093,9
2004,2382,97
2005,27005,75
2006,19599,25
2007,20704,94
2008,16264,78
2009,24302,81
2010,13498,17
2011,8398,66
2012,3741,90
2013,7863,12
2014,476,61
2015,14991,94
2016,1252,51
2017,29150,83
2018,1931,76
2019,9314,84
2020,14585,99
2021,1350,38
2022,25307,51
2023,13800,13
2024,19745,96
2025,23315,17
2026,16108,92
2027,20942,46
2028,24238,11
2029,2250,19
2030,28965,77
2031,10965,28
2032,28988,9
2033,25452,26
2034,3593,26
2035,23798,60
2036,9832,0
2037,26605,1
2038,5878,9
2039,11737,57
2040,12834,33
2041,15730,86
2042,16790,57
2043,1050,2
2044,5791,8
2045,28083,9
2046,17009,31
2047,15373,88
2048,19934,94
2049,1359,3
2050,2070,100
2051,9988,37
2052,22828,26
2053,25120,100
2054,25676,11
2055,2051,72
2056,8475,80
2057,2941,48
2058,20888,24
2059,19636,96
2060,20067,24
2061,9407,26
2062,3848,57
2063,20864,89
2064,13278,63
2065,28460,26
2066,15244,12
2067,23538,71
2068,12193,92
2069,7221,95
2070,29743,1
2071,24629,21
2072,23638,79
2073,20080,69
2074,12374,92
2075,23046,59
2076,25249,8
2077,18524,86
2078,783,36
2079,10431,32
2080,12570,50
2081,21158,91
2082,25752,78
2083,24531,98
2084,7754,26
2085,29048,43
2086,19103,83
2087,27262,15
2088,27386,64
2089,13097,26
2090,19213,89
2091,26745,49
2092,7979,29
2093,27747,63
2094,16365,20
2095,16865,87
2096,27654,7
2097,18027,78
2098,16967,30
2099,27384,57
2100,23581,75
2101,28652,73
2102,29259,97
2103,473,27
2104,23831,68
2105,20735,65
2106,7422,9
2107,29959,73
2108,542,1
2109,22246,97
2110,18608,5
2111,19992,5
2112,2369,69
2113,17196,33
2114,2209,30
2115,5487,68
2116,3751,68
2117,4207,83
2118,16581,50
2119,26774,86
2120,23801,2
2121,5429,47
2122,22262,63
2123,14427,61
2124,12201,40
2125,8600,4
2126,25181,93
2127,178,2
2128,19818,100
2129,2075,81
2130,3333,72
2131,11569,80
2132,20191,21
2133,11758,26
2134,22814,71
2135,24868,71
2136,9133,89
2137,19840,11
2138,23522,25
2139,22695,39
2140,9493,23
2141,2249,83
2142,14495,47
2143,8670,85
2144,21117,38
2145,1499,37
2146,12649,10
2147,27417,62
2148,16475,52
2149,23353,12
2150,4140,15
2151,1745,92
2152,6549,52
2153,28725,1
2154,15048,63
2155,8550,50
2156,10955,48
2157,7255,34
2158,5329,8
2159,27822,42
2160,12166,66
2161,22364,29
2162,15058,20
2163,9824,10
2164,19036,93
2165,4740,8
2166,17149,69
2167,4380,1
2168,17764,26
2169,29076,100
2170,12530,65
2171,10226,44
2172,7731,75
2173,23947,20
2174,16967,83
2175,23051,25
2176,22932,82
2177,6998,96
2178,9022,85
2179,23568,61
2180,1623,52
2181,16585,47
2182,16340,65
2183,22184,49
2184,13661,75
2185,13838,11
2186,21358,56
2187,11185,43
2188,7403,88
2189,29627,1
2190,27314,45
2191,24762,53
2192,5220,42
2193,8696,35
2194,7443,71
2195,11729,81
2196,24624,64
2197,29671,15
2198,1553,76
2199,3585,100
2200,21065,49
2201,29031,14
2202,4229,36
2203,29863,39
2204,21056,69
2205,24447,75
2206,9773,10
2207,3446,87
2208,10580,5
2209,22133,8
2210,19808,59
2211,29509,88
2212,23203,63
2213,24993,83
2214,11547,43
2215,9462,49
2216,27203,32
2217,1089,10
2218,1021,72
2219,12328,45
2220,9962,36
2221,5088,79
2222,17605,63
2223,2378,36
2224,19874,91
2225,8344,47
2226,18085,94
2227,1543,36
2228,16030,33
2229,24399,100
2230,10327,27
2231,13854,92
2232,2949,15
2233,5105,49
2234,20988,46
2235,10070,52
2236,19280,20
2237,26238,47
2238,21514,81
2239,21632,24
2240,27924,80
2241,21253,3
2242,9935,64
2243,92,48
2244,5446,4
2245,18068,75
2246,9799,22
2247,28355,78
2248,27246,42
2249,21564,76
2250,3492,45
2251,294,17
2252,18037,33
2253,26914,5
2254,18282,41
2255,28479,52
2256,29986,58
2257,9174,95
2258,28059,84
2259,7727,9
2260,11376,31
2261,15623,3
2262,21468,1
2263,4731,7
2264,25102,14
2265,14088,71
2266,25583,15
2267,4990,69
2268,26132,89
2269,9347,26
2270,15290,12
2271,2185,8
2272,1790,79
2273,19709,55
2274,24718,99
2275,4464,79
2276,20352,97
2277,6754,49
2278,5029,25
2279,27893,51
2280,13404,36
2281,10793,82
2282,20101,13
2283,2273,38
2284,10461,45
2285,21159,10
2286,6959,14
2287,29459,43
2288,18465,4
2289,10831,63
2290,266,82
2291,28847,7
2292,27983,37
2293,21857,9
2294,2710,29
2295,25347,14
2296,24355,89
2297,2181,0
2298,19831,88
2299,25543,47
2300,25888,25
2301,11102,20
2302,27135,44
2303,12769,76
2304,2877,46
2305,29167,39
2306,14233,23
2307,26451,87
2308,11197,76
2309,11290,19
2310,2701,34
2311,9095,89
2312,6119,78
2313,18047,70
2314,5033,42
2315,17220,58
2316,4548,72
2317,10458,93
2318,15121,78
2319,3999,8
2320,14288,73
2321,18615,87
2322,2445,22
2323,21033,23
2324,2190,12
2325,1105,30
2326,11473,84
2327,4993,79
2328,13571,31
2329,27837,78
2330,9482,30
2331,5985,41
2332,15271,6
2333,20102,91
2334,20984,100
2335,19149,76
2336,4099,9
2337,14670,28
2338,782,60
2339,15468,5
2340,5449,66
2341,27033,66
2342,27555,86
2343,13674,46
2344,21419,57
2345,21096,4
2346,11192,8
2347,806,12
2348,1040,71
2349,11209,10
2350,28313,97
2351,28868,68
2352,9632,11
2353,9436,7
2354,21933,42
2355,1289,65
2356,549,75
2357,7393,49
2358,25854,42
2359,1239,52
2360,27753,34
2361,28516,92
2362,17224,60
2363,26332,6
2364,4373,85
2365,28075,17
2366,20853,41
2367,29757,95
2368,23241,100
2369,28875,54
2370,28450,25
2371,14670,17
2372,9211,84
2373,4690,55
2374,18571,100
2375,10414,76
2376,24429,7
2377,7431,53
2378,6207,77
2379,965,18
2380,20984,25
2381,17817,92
2382,12012,62
2383,23801,52
2384,18699,54
2385,18400,24
2386,5510,49
2387,5103,53
2388,13369,85
2389,14948,75
2390,24359,13
2391,12602,5
2392,6801,84
2393,1610,53
2394,21821,100
2395,1651,0
2396,23762,87
2397,3065,38
2398,4424,0
2399,484,14
2400,4151,62
2401,15971,32
2402,9069,42
2403,7075,17
2404,23701,71
2405,22293,4
2406,15290,32
2407,24429,22
2408,16403,90
2409,6428,15
2410,10990,57
2411,864,97
2412,22883,77
2413,15615,52
2414,27869,90
2415,29384,94
2416,27741,63
2417,20916,34
2418,25387,28
2419,12463,91
2420,9340,11
2421,22664,83
2422,18335,30
2423,11905,26
2424,16254,42
2425,24042,85
2426,20155,28
2427,28696,17
2428,7624,66
2429,12505,93
2430,18874,23
2431,12770,74
2432,14185,53
2433,24331,87
2434,6371,97
2435,6280,67
2436,6930,27
2437,7934,38
2438,5822,70
2439,1430,13
2440,24930,47
2441,25763,57
2442,23734,53
2443,19856,6
2444,16573,38
2445,10128,90
2446,15128,41
2447,23812,23
2448,28300,10
2449,8490,85
2450,29661,74
2451,3382,72
2452,13182,76
2453,16362,9
2454,28277,1
2455,22176,82
2456,19181,60
2457,27351,79
2458,18888,90
2459,760,31
2460,16002,75
2461,10821,51
2462,15084,40
2463,11549,19
2464,13176,82
2465,6617,71
2466,2901,84
2467,2528,58
2468,2116,24
2469,2925,39
2470,28653,24
2471,9968,85
2472,24181,15
2473,18659,64
2474,9132,14
2475,26493,60
2476,5038,22
2477,16224,83
2478,22308,73
2479,24737,67
2480,7610,19
2481,21449,91
2482,17693,76
2483,4912,45
2484,9690,15
2485,5885,99
2486,10626,89
2487,12215,38
2488,1755,61
2489,22283,30
2490,27426,79
2491,18908,26
2492,29866,63
2493,11770,17
2494,26852,64
2495,19207,13
2496,26450,28
2497,5466,52
2498,26322,16
2499,12328,79
2500,4398,89
2501,27497,77
2502,26136,72
2503,22735,64
2504,17119,19
2505,25078,42
2506,23294,41
2507,12301,89
2508,4047,26
2509,5492,9
2510,23359,64
2511,29366,49
2512,22310,88
2513,20205,34
2514,3334,58
2515,2216,54
2516,29688,59
2517,6973,24
2518,28730,24
2519,24802,64
2520,1011,16
2521,21162,6
2522,6320,100
2523,10896,89
2524,26151,68
2525,16074,1
2526,4640,75
2527,10119,30
2528,24042,70
2529,7999,29
2530,14362,24
2531,29170,73
2532,27163,57
2533,9444,41
2534,17005,26
2535,1815,71
2536,15682,88
2537,26059,55
2538,2912,21
2539,4189,20
2540,5326,51
2541,20666,69
2542,26578,68
2543,9403,60
2544,8388,47
2545,29571,46
2546,23900,21
2547,756,42
2548,3343,16
2549,11151,51
2550,29328,64
2551,3059,5
2552,13138,84
2553,22666,79
2554,13399,52
2555,22790,73
2556,28789,29
2557,6557,52
2558,3845,69
2559,22284,1
2560,13755,65
2561,19373,34
2562,18217,38
2563,7428,7
2564,28914,34
2565,15977,2
2566,15294,4
2567,13282,63
2568,22059,92
2569,25765,33
2570,15146,58
2571,4840,44
2572,5052,89
2573,23139,47
2574,15393,48
2575,17190,47
2576,20046,32
2577,18201,58
2578,25296,66
2579,22295,64
2580,21149,78
2581,25931,84
2582,22969,62
2583,3330,100
2584,29230,35
2585,2779,85
2586,3701,33
2587,6096,0
2588,16951,34
2589,1832,68
2590,17297,95
2591,23587,97
2592,10619,0
2593,15076,67
2594,15442,57
2595,24753,14
2596,16140,39
2597,2502,4
2598,10434,23
2599,24288,6
2600,24907,66
2601,2427,91
2602,20151,17
2603,29054,37
2604,17675,98
2605,13233,75
2606,19506,3
2607,6841,90
2608,11384,55
2609,1987,49
2610,6359,66
2611,16716,72
2612,1425,85
2613,29717,21
2614,1834,24
2615,24679,45
2616,22317,76
2617,21415,93
2618,5965,74
2619,28294,68
2620,6535,98
2621,18731,58
2622,8148,76
2623,26740,15
2624,4475,16
2625,22451,66
2626,6121,30
2627,14305,27
2628,2821,22
2629,29715,2
2630,20052,75
2631,26764,80
2632,16164,41
2633,22751,95
2634,24590,64
2635,2387,54
2636,20946,92
2637,26421,60
2638,5563,47
2639,25046,14
2640,6903,35
2641,29037,89
2642,27945,51
2643,21488,18
2644,1621,3
2645,23199,24
2646,28893,71
2647,21977,55
2648,21464,7
2649,18223,7
2650,2908,47
2651,21858,71
2652,20393,19
2653,8457,35
2654,4512,1
2655,8640,13
2656,24913,61
2657,24848,23
2658,17186,20
2659,18189,78
2660,8808,19
2661,16001,73
2662,9766,41
2663,28708,89
2664,16845,87
2665,4122,50
2666,4855,10
2667,27038,3
2668,4699,89
2669,24373,51
2670,16384,83
2671,1988,88
2672,15744,89
2673,27292,58
2674,6735,45
2675,15528,78
2676,1049,36
2677,11588,25
2678,27288,77
2679,25857,36
2680,25242,35
2681,7943,41
2682,28734,27
2683,19142,70
2684,1673,24
2685,19112,83
2686,15231,86
2687,415,77
2688,4210,97
2689,1991,84
2690,10800,49
2691,386,73
2692,22442,11
2693,28196,21
2694,5931,3
2695,29756,73
2696,3202,20
2697,13795,45
2698,5144,82
2699,23295,18
2700,15071,7
2701,4257,51
2702,28330,44
2703,7160,68
2704,13287,21
2705,22145,71
2706,898,53
2707,12388,7
2708,22259,49
2709,11658,61
2710,9066,94
2711,7257,60
2712,27846,50
2713,25433,32
2714,12145,43
2715,344,40
2716,29858,25
2717,14767,0
2718,4328,62
2719,14544,41
2720,1981,74
2721,10620,18
2722,8516,98
2723,5553,20
2724,25864,100
2725,24850,10
2726,7938,8
2727,24665,95
2728,21596,0
2729,955,96
2730,15576,5
2731,19330,60
2732,24229,29
2733,22359,40
2734,23399,68
2735,27878,93
2736,15453,10
2737,1957,77
2738,3062,76
2739,414,40
2740,27988,90
2741,19712,71
2742,16331,70
2743,1255,10
2744,27806,84
2745,20398,25
2746,8262,24
2747,4600,26
2748,18790,72
2749,6882,87
2750,8328,25
2751,10582,49
2752,18873,58
2753,10068,83
2754,13206,36
2755,28049,80
2756,29005,79
2757,9453,81
2758,23976,26
2759,25030,16
2760,22169,56
2761,25331,52
2762,19921,18
2763,6337,58
2764,2006,70
2765,3007,74
2766,137,93
2767,18344,9
2768,21279,41
2769,27950,76
2770,25959,91
2771,24916,29
2772,19191,32
2773,6852,13
2774,26541,82
2775,4457,45
2776,16658,97
2777,13370,35
2778,15194,81
2779,16139,67
2780,21295,29
2781,21955,28
2782,26337,71
2783,25861,35
2784,23847,94
2785,19196,50
2786,4095,0
2787,23905,7
2788,25384,3
2789,18514,29
2790,1951,30
2791,4136,88
2792,966,36
2793,4481,99
2794,25027,37
2795,20359,4
2796,4395,79
2797,7663,37
2798,25178,55
2799,10811,19
2800,17817,26
2801,12562,79
2802,19112,37
2803,4458,46
2804,2290,67
2805,28328,50
2806,23317,91
2807,24223,31
2808,23546,36
2809,16384,55
2810,16338,37
2811,11498,2
2812,8302,98
2813,24101,88
2814,8804,81
2815,22741,80
2816,2403,11
2817,4622,34
2818,25108,63
2819,25146,61
2820,19431,17
2821,7788,70
2822,23542,0
2823,21412,79
2824,21774,53
2825,1099,54
2826,3637,44
2827,4163,30
2828,28798,58
2829,22000,5
2830,13335,0
2831,9470,34
2832,17150,32
2833,10062,2
2834,5933,41
2835,25679,93
2836,25978,49
2837,17922,29
2838,7525,92
2839,9160,76
2840,14641,76
2841,29887,43
2842,18511,51
2843,1397,79
2844,7543,95
2845,25928,11
2846,19316,76
2847,25556,15
2848,23849,34
2849,20593,92
2850,18348,22
2851,12258,95
2852,16794,2
2853,14699,20
2854,28117,37
2855,15950,55
2856,6507,74
2857,4959,34
2858,18128,92
2859,26262,99
2860,22252,60
2861,1269,26
2862,925,32
2863,5590,89
2864,63,81
2865,2109,39
2866,6363,30
2867,23064,44
2868,18268,46
2869,6946,59
2870,14378,57
2871,493,30
2872,4812,27
2873,29057,23
2874,12591,85
2875,21692,2
2876,23831,5
2877,4409,69
2878,9894,20
2879,19490,32
2880,16957,53
2881,1711,3
2882,29178,24
2883,2121,83
2884,25576,3
2885,19969,26
2886,9470,10
2887,2297,28
2888,8765,18
2889,26412,80
2890,6169,87
2891,7886,45
2892,12033,12
2893,25461,8
2894,8347,3
2895,16706,53
2896,12656,65
2897,11512,11
2898,28712,31
2899,29505,19
2900,17448,90
2901,13483,8
2902,9600,39
2903,1151,98
2904,13710,21
2905,4212,67
2906,4505,86
2907,18108,18
2908,12029,41
2909,5224,95
2910,28201,56
2911,21528,46
2912,28294,83
2913,29452,72
2914,21219,73
2915,3470,76
2916,26358,7
2917,3424,28
2918,17527,19
2919,13433,99
2920,10197,66
2921,5953,89
2922,9414,74
2923,20636,65
2924,27804,32
2925,5254,5
2926,6042,6
2927,15631,16
2928,2347,46
2929,18087,56
2930,19227,53
2931,25534,76
2932,4023,32
2933,11544,92
2934,3048,73
2935,23565,87
2936,19599,43
2937,15618,73
2938,27267,4
2939,8807,67
2940,2541,70
2941,18586,7
2942,8758,86
2943,16544,27
2944,24690,77
2945,28244,94
2946,6537,5
2947,9842,17
2948,12664,54
2949,11704,74
2950,12625,8
2951,25238,43
2952,19835,22
2953,6994,67
2954,17236,40
2955,28409,78
2956,20051,48
2957,15116,37
2958,26206,29
2959,21481,15
2960,3544,97
2961,29799,44
2962,13506,73
2963,21707,14
2964,19162,64
2965,22960,44
2966,7212,41
2967,445,75
2968,11822,75
2969,15582,63
2970,25007,94
2971,20904,8
2972,10220,73
2973,16419,52
2974,16239,77
2975,9210,12
2976,3808,24
2977,20100,21
2978,12639,95
2979,26008,47
2980,26411,40
2981,17643,31
2982,16147,35
2983,10614,31
2984,13077,92
2985,23493,68
2986,12688,44
2987,10620,46
2988,24052,29
2989,19807,52
2990,20815,97
2991,621,99
2992,8258,80
2993,21987,47
2994,19344,56
2995,264,60
2996,22706,0
2997,18367,51
2998,22095,68
2999,29427,57
3000,26266,22
3001,14415,39
3002,19120,67
3003,26267,11
3004,26122,2
3005,2216,48
3006,23794,35
3007,14572,10
3008,12214,63
3009,3979,13
3010,3731,52
3011,27078,64
3012,23559,96
3013,22346,98
3014,6850,89
3015,24110,67
3016,13127,50
3017,8253,35
3018,28857,69
3019,6696,12
3020,1999,50
3021,19658,16
3022,27648,89
3023,13777,55
3024,10876,30
3025,14971,31
3026,8016,77
3027,10342,76
3028,8452,54
3029,1938,23
3030,8647,21
3031,2089,53
3032,21685,39
3033,20000,26
3034,25839,3
3035,15539,49
3036,19520,54
3037,11658,37
3038,1307,60
3039,27585,81
3040,22124,73
3041,22079,2
3042,13386,68
3043,18710,33
3044,7870,57
3045,12558,77
3046,8466,40
3047,21030,99
3048,16257,6
3049,993,6
3050,27692,82
3051,15233,30
3052,17434,19
3053,24196,19
3054,16715,100
3055,8571,30
3056,4588,23
3057,25527,26
3058,27805,91
3059,29088,46
3060,16546,49
3061,15281,13
3062,25245,17
3063,25960,4
3064,28442,23
3065,13508,87
3066,27910,51
3067,23537,55
3068,13732,95
3069,16777,66
3070,6479,32
3071,21906,65
3072,21380,96
3073,28253,25
3074,2807,23
3075,28428,71
3076,13009,67
3077,343,80
3078,23722,79
3079,14208,23
3080,14941,68
3081,12020,19
3082,6957,33
3083,28658,18
3084,26970,45
3085,8464,72
3086,26404,48
3087,24591,82
3088,1921,83
3089,28400,19
3090,13066,45
3091,678,58
3092,10708,28
3093,26539,47
3094,26396,90
3095,1072,51
3096,8625,43
3097,11345,76
3098,21888,52
3099,19189,37
3100,22373,89
3101,16250,79
3102,29033,52
3103,4983,88
3104,4734,29
3105,23156,29
3106,21688,84
3107,16320,29
3108,7890,67
3109,2857,32
3110,29066,80
3111,22683,30
3112,13512,99
3113,13180,87
3114,5349,75
3115,15392,22
3116,3896,12
3117,24465,57
3118,7230,73
3119,17324,22
3120,26778,65
3121,9974,71
3122,12254,1
3123,18920,67
3124,709,0
3125,4894,49
3126,26362,29
3127,20543,47
3128,8141,7
3129,5964,96
3130,13758,15
3131,8736,100
3132,22466,16
3133,12146,7
3134,16736,75
3135,18780,11
3136,6195,98
3137,27694,71
3138,531,21
3139,2634,25
3140,19245,33
3141,2486,55
3142,23495,81
3143,27359,69
3144,608,84
3145,29342,26
3146,24776,86
3147,3933,50
3148,5979,6
3149,22934,93
3150,17763,41
3151,28503,24
3152,28778,39
3153,28132,4
3154,19072,49
3155,502,66
3156,13201,68
3157,24838,32
3158,18508,10
3159,3194,18
3160,23821,73
3161,21802,6
3162,9537,97
3163,10423,90
3164,22724,60
3165,4717,24
3166,376,38
3167,27140,45
3168,25484,91
3169,9415,98
3170,17973,90
3171,17337,18
3172,19427,93
3173,3627,28
3174,25264,36
3175,690,30
3176,7463,27
3177,13781,33
3178,24850,11
3179,11796,84
3180,23718,40
3181,463,42
3182,20905,37
3183,5271,97
3184,16764,68
3185,14554,12
3186,22525,92
3187,24544,13
3188,13456,28
3189,7039,1
3190,22184,42
3191,3670,52
3192,17196,83
3193,20533,12
3194,8613,6
3195,27843,100
3196,3671,71
3197,16481,0
3198,20007,14
3199,4276,74
3200,9707,81
3201,6829,47
3202,25939,28
3203,11849,8
3204,28511,100
3205,6970,93
3206,28794,99
3207,26608,69
3208,4249,25
3209,8281,59
3210,13851,72
3211,28211,69
3212,2403,55
3213,679,37
3214,3320,3
3215,24508,20
3216,23385,57
3217,5687,74
3218,2768,91
3219,11208,87
3220,3264,64
3221,7128,34
3222,23191,14
3223,11383,89
3224,28405,44
3225,6960,58
3226,6928,35
3227,29530,16
3228,12916,79
3229,9083,71
3230,21174,98
3231,11176,84
3232,16442,80
3233,16450,51
3234,27916,72
3235,6988,85
3236,5554,52
3237,24124,77
3238,21548,85
3239,24311,55
3240,11178,92
3241,19537,47
3242,13236,36
3243,10224,33
3244,7260,11
3245,4926,50
3246,24012,85
3247,23143,99
3248,2671,64
3249,16918,31
3250,1367,47
3251,18761,62
3252,12415,30
3253,21093,5
3254,19353,52
3255,12267,45
3256,4802,13
3257,29381,36
3258,17780,70
3259,29448,62
3260,16266,37
3261,26928,80
3262,24112,3
3263,17020,18
3264,21464,93
3265,21889,33
3266,24903,97
3267,25798,43
3268,18738,64
3269,28065,52
3270,537,81
3271,8282,5
3272,22108,66
3273,1112,80
3274,8848,50
3275,16655,4
3276,14064,61
3277,1298,20
3278,28716,6
3279,20484,45
3280,4351,89
3281,21263,10
3282,9303,0
3283,4591,99
3284,8324,94
3285,16906,70
3286,25181,30
3287,16590,68
3288,2804,75
3289,7117,38
3290,14765,2
3291,18227,85
3292,27038,81
3293,3732,38
3294,27160,35
3295,8657,82
3296,15996,66
3297,25243,50
3298,28232,98
3299,16701,72
3300,11564,96
3301,7078,25
3302,11951,32
3303,16974,96
3304,6577,1
3305,24676,30
3306,25135,93
3307,14324,72
3308,28733,75
3309,876,11
3310,28866,94
3311,9023,61
3312,16341,25
3313,20767,7
3314,13144,60
3315,20817,93
3316,9811,96
3317,7615,56
3318,23008,92
3319,29880,16
3320,3769,84
3321,5718,30
3322,16234,3
3323,26274,33
3324,21777,86
3325,7588,45
3326,29067,93
3327,12047,21
3328,7776,8
3329,28523,94
3330,15749,84
3331,14034,38
3332,14638,68
3333,2123,51
3334,16570,60
3335,13402,65
3336,14374,49
3337,18708,16
3338,14910,7
3339,28235,38
3340,19575,90
3341,1740,22
3342,23437,6
3343,2001,67
3344,1810,79
3345,22430,59
3346,11935,31
3347,23774,67
3348,20481,71
3349,5898,83
3350,28425,95
3351,24104,21
3352,1593,7
3353,18954,99
3354,17104,52
3355,5558,26
3356,5860,52
3357,3357,76
3358,17982,79
3359,15841,100
3360,21739,18
3361,4958,48
3362,11021,79
3363,15855,30
3364,16688,22
3365,16779,11
3366,9844,93
3367,13729,70
3368,9695,52
3369,281,25
3370,29506,57
3371,12521,49
3372,11098,71
3373,16211,22
3374,14537,49
3375,26774,51
3376,27157,81
3377,27779,85
3378,2201,39
3379,8849,73
3380,23613,84
3381,3402,47
3382,15845,19
3383,2018,15
3384,20648,38
3385,1000,3
3386,27592,70
3387,10617,48
3388,10857,33
3389,22429,9
3390,19955,59
3391,13152,23
3392,4569,80
3393,7266,26
3394,24847,97
3395,23687,74
3396,24798,16
3397,10725,50
3398,1637,17
3399,7480,8
3400,17720,58
3401,29618,57
3402,82,40
3403,1359,44
3404,9799,6
3405,12470,76
3406,14027,55
3407,15501,76
3408,3322,70
3409,3328,39
3410,14290,1
3411,6691,53
3412,29466,28
3413,14394,21
3414,24362,65
3415,7395,56
3416,14455,98
3417,16326,51
3418,19323,61
3419,10841,37
3420,2615,64
3421,29985,86
3422,24447,1
3423,5882,43
3424,2613,68
3425,8327,34
3426,19707,71
3427,17316,43
3428,20267,31
3429,7637,24
3430,12264,55
3431,6353,2
3432,29699,48
3433,13097,26
3434,17928,66
3435,10094,43
3436,5272,73
3437,6405,37
3438,13886,45
3439,2359,13
3440,7302,56
3441,22895,40
3442,12667,51
3443,7700,24
3444,27162,17
3445,16951,12
3446,8912,13
3447,18348,83
3448,9143,67
3449,2413,59
3450,19690,34
3451,28426,30
3452,6536,89
3453,3903,63
3454,7479,17
3455,17729,18
3456,2304,23
3457,21768,52
3458,17436,57
3459,10887,65
3460,958,59
3461,11008,38
3462,8525,12
3463,4392,84
3464,9321,46
3465,9810,43
3466,3063,85
3467,19650,72
3468,16169,37
3469,8277,37
3470,17027,0
3471,27836,61
3472,8667,30
3473,7652,93
3474,19347,32
3475,16890,94
3476,29454,2
3477,29050,34
3478,1242,98
3479,19880,53
3480,9043,99
3481,17959,12
3482,20229,97
3483,28354,95
3484,7213,57
3485,7408,96
3486,18485,50
3487,16146,94
3488,6905,32
3489,29458,21
3490,4608,6
3491,8939,80
3492,3038,100
3493,8243,34
3494,27299,17
3495,686,15
3496,29108,14
3497,17464,67
3498,828,57
3499,9367,49
3500,4667,13
3501,20441,6
3502,17184,38
3503,17175,43
3504,26758,83
3505,16014,64
3506,11573,42
3507,11828,12
3508,20550,10
3509,4839,93
3510,3378,94
3511,27686,83
3512,1909,55
3513,4163,19
3514,28856,80
3515,27900,29
3516,19379,77
3517,16608,36
3518,3203,12
3519,1452,13
3520,17912,35
3521,22974,76
3522,3775,4
3523,14001,73
3524,27917,41
3525,18863,74
3526,14146,33
3527,13144,48
3528,22072,19
3529,24210,82
3530,3796,40
3531,25371,29
3532,20212,3
3533,14028,98
3534,3854,44
3535,8972,82
3536,7120,33
3537,13602,70
3538,8119,60
3539,3767,17
3540,20399,65
3541,12478,76
3542,2871,57
3543,26998,90
3544,13009,26
3545,10926,55
3546,7561,50
3547,4881,71
3548,3932,99
3549,25415,50
3550,337,54
3551,6255,41
3552,2419,45
3553,28888,23
3554,14535,54
3555,16183,90
3556,22199,29
3557,18604,94
3558,7060,19
3559,24188,5
3560,19505,62
3561,28644,0
3562,17046,43
3563,13457,49
3564,16913,86
3565,28667,65
3566,1431,14
3567,7665,67
3568,4031,78
3569,20038,59
3570,17660,4
3571,22706,88
3572,15916,19
3573,19796,14
3574,20055,86
3575,27285,74
3576,17985,86
3577,9960,3
3578,20704,14
3579,27708,57
3580,21990,66
3581,29004,17
3582,10514,23
3583,14895,4
3584,14584,87
3585,29585,48
3586,24730,7
3587,24316,77
3588,3133,13
3589,26895,90
3590,8381,65
3591,8438,8
3592,3401,23
3593,11385,90
3594,8640,7
3595,25883,52
3596,4770,34
3597,6763,59
3598,18832,85
3599,23000,35
3600,27366,33
3601,8454,77
3602,28946,27
3603,22617,23
3604,4135,73
3605,20090,41
3606,25534,43
3607,11286,37
3608,13980,67
3609,10328,52
3610,11096,17
3611,11888,45
3612,3021,19
3613,4909,75
3614,28385,29
3615,9577,99
3616,21224,59
3617,4573,93
3618,14326,36
3619,18738,21
3620,20679,93
3621,18368,35
3622,24523,46
3623,3863,56
3624,15259,65
3625,13345,27
3626,26336,41
3627,8671,33
3628,2247,9
3629,6309,71
3630,2833,21
3631,26723,62
3632,4872,94
3633,18872,68
3634,997,98
